Date	Deposit	P/L (Net)
24.02.2023	24494	-35.5
27.02.2023	24599.5	105.5
28.02.2023	24683	83.5
01.03.2023	24728.5	45.5
02.03.2023	24706	-22.5
03.03.2023	24942.5	236.5
06.03.2023	24915	-27.5
07.03.2023	24899.5	-15.5
08.03.2023	24986.5	87
09.03.2023	25269	282.5
10.03.2023	24895	-374
13.03.2023	25018	123
14.03.2023	25244.5	226.5
15.03.2023	25432	187.5
16.03.2023	25496.5	64.5
17.03.2023	25506	9.5
20.03.2023	25317.5	-188.5
21.03.2023	25492	174.5
22.03.2023	25470	-22
23.03.2023	25637.5	167.5
24.03.2023	25706	68.5
27.03.2023	25818	112
28.03.2023	25856.5	38.5
29.03.2023	25932	75.5
30.03.2023	26027	95
31.03.2023	26104	77
03.04.2023	26030	-74
04.04.2023	25844	-186
05.04.2023	25737.5	-106.5
06.04.2023	25649.5	-88
07.04.2023	25658	8.5
10.04.2023	25581.5	-76.5
11.04.2023	25578.5	-3
12.04.2023	25576	-2.5
13.04.2023	25636.5	60.5
14.04.2023	25768.5	132
17.04.2023	25627.5	-141
18.04.2023	25530	-97.5
19.04.2023	25435.5	-94.5
20.04.2023	25380.5	-55
21.04.2023	25320.5	-60
24.04.2023	25394	73.5
25.04.2023	25272	-122
26.04.2023	25212	-60
27.04.2023	25312.5	100.5
28.04.2023	25314	1.5
01.05.2023	25287	-27
02.05.2023	25217.5	-69.5
03.05.2023	25306.5	89
04.05.2023	25362	55.5
05.05.2023	25561	199
08.05.2023	25533.5	-27.5
09.05.2023	25485.5	-48
10.05.2023	25417	-68.5
11.05.2023	25356.5	-60.5
12.05.2023	25266	-90.5
15.05.2023	25312.5	46.5
16.05.2023	25191.5	-121
17.05.2023	25149.5	-42
18.05.2023	25182.5	33
19.05.2023	25092	-90.5
22.05.2023	25201	109
23.05.2023	25256	55
24.05.2023	25176.5	-79.5
25.05.2023	25311.5	135
26.05.2023	25596.5	285
29.05.2023	25516.5	-80
30.05.2023	25520.5	4
31.05.2023	25425.5	-95
01.06.2023	25552	126.5
02.06.2023	25401.5	-150.5
05.06.2023	25442	40.5
06.06.2023	25356.5	-85.5
07.06.2023	25332	-24.5
08.06.2023	25206	-126
09.06.2023	25188	-18
12.06.2023	25182	-6
13.06.2023	25276.5	94.5
14.06.2023	25307	30.5
15.06.2023	25257.5	-49.5
16.06.2023	25354	96.5
19.06.2023	25340	-14
20.06.2023	25301	-39
21.06.2023	25177.5	-123.5
22.06.2023	25111.5	-66
23.06.2023	24993.5	-118
26.06.2023	24927.5	-66
27.06.2023	24854	-73.5
28.06.2023	24604	-250
29.06.2023	24656	52
30.06.2023	24877	221
03.07.2023	24973.5	96.5
04.07.2023	24972.5	-1
05.07.2023	24873.5	-99
06.07.2023	24873	-0.5
07.07.2023	24846.5	-26.5
10.07.2023	24782.5	-64
11.07.2023	24832.5	50
12.07.2023	24848	15.5
13.07.2023	24949.5	101.5
14.07.2023	25127.5	178
17.07.2023	25170.5	43
18.07.2023	25430	259.5
19.07.2023	25408.5	-21.5
20.07.2023	25381.5	-27
21.07.2023	25358.5	-23
24.07.2023	25330.5	-28
25.07.2023	25492	161.5
26.07.2023	25486.5	-5.5
27.07.2023	25515.5	29
28.07.2023	25691	175.5
31.07.2023	25665	-26
01.08.2023	25680.5	15.5
02.08.2023	25577.5	-103
03.08.2023	25632.5	55
04.08.2023	25523.5	-109
07.08.2023	25466	-57.5
08.08.2023	25594	128
09.08.2023	25676.5	82.5
10.08.2023	25945.5	269
11.08.2023	25714	-231.5
14.08.2023	26018	304
15.08.2023	26007	-11
16.08.2023	25946	-61
17.08.2023	26096.5	150.5
18.08.2023	26064	-32.5
21.08.2023	26442	378
22.08.2023	26432.5	-9.5
23.08.2023	26505	72.5
24.08.2023	26429	-76
25.08.2023	26488.5	59.5
28.08.2023	26554.5	66
29.08.2023	26675	120.5
30.08.2023	26661.5	-13.5
31.08.2023	26646	-15.5
01.09.2023	26766.5	120.5
04.09.2023	26823.5	57
05.09.2023	26873.5	50
06.09.2023	26868	-5.5
07.09.2023	26725.5	-142.5
08.09.2023	26754	28.5
11.09.2023	26817	63
12.09.2023	26946	129
13.09.2023	27085.5	139.5
14.09.2023	27210	124.5
15.09.2023	27214.5	4.5
18.09.2023	27265.5	51
19.09.2023	27219.5	-46
20.09.2023	27191	-28.5
21.09.2023	27053	-138
22.09.2023	27032.5	-20.5
25.09.2023	27193.5	161
26.09.2023	26925.5	-268
27.09.2023	27030.5	105
28.09.2023	27299	268.5
29.09.2023	27308	9
02.10.2023	27342	34
03.10.2023	27268.5	-73.5
04.10.2023	27480	211.5
05.10.2023	27437.5	-42.5
06.10.2023	27627	189.5
09.10.2023	27558.5	-68.5
10.10.2023	27535.5	-23
11.10.2023	27386	-149.5
12.10.2023	27313.5	-72.5
13.10.2023	27180.5	-133
16.10.2023	27119.5	-61
17.10.2023	27018	-101.5
18.10.2023	26758	-260
19.10.2023	26607	-151
20.10.2023	26436	-171
23.10.2023	26409.5	-26.5
24.10.2023	26585.5	176
25.10.2023	26231.5	-354
26.10.2023	25873	-358.5
27.10.2023	25991	118
30.10.2023	26012	21
31.10.2023	26081	69
01.11.2023	25982.5	-98.5
02.11.2023	26048.5	66
03.11.2023	26041.5	-7
06.11.2023	26032.5	-9
07.11.2023	26043	10.5
08.11.2023	25897	-146
09.11.2023	25941.5	44.5
10.11.2023	26134.5	193
13.11.2023	26115	-19.5
14.11.2023	26090	-25
15.11.2023	26094	4
16.11.2023	26129	35
17.11.2023	26104.5	-24.5
20.11.2023	26389.5	285
21.11.2023	26333.5	-56
22.11.2023	26461	127.5
23.11.2023	26461.5	0.5
24.11.2023	26377.5	-84
27.11.2023	26404	26.5
28.11.2023	26329	-75
29.11.2023	26401.5	72.5
30.11.2023	26412.5	11
01.12.2023	26541	128.5
04.12.2023	26645	104
05.12.2023	26691	46
06.12.2023	26652	-39
07.12.2023	26600.5	-51.5
08.12.2023	26796	195.5
11.12.2023	27063.5	267.5
12.12.2023	27107	43.5
13.12.2023	27087.5	-19.5
14.12.2023	26870	-217.5
15.12.2023	26815.5	-54.5
18.12.2023	26886.5	71
19.12.2023	26983	96.5
20.12.2023	26929	-54
21.12.2023	27070	141
22.12.2023	26996.5	-73.5
26.12.2023	27010.5	14
27.12.2023	26959.5	-51
28.12.2023	26938.5	-21
29.12.2023	26979	40.5
02.01.2024	27079.5	100.5
03.01.2024	27009	-70.5
04.01.2024	27094.5	85.5
05.01.2024	26975	-119.5
08.01.2024	26968.5	-6.5
09.01.2024	26899	-69.5
10.01.2024	26880	-19
11.01.2024	27140	260
12.01.2024	26983.5	-156.5
15.01.2024	26997	13.5
16.01.2024	27024.5	27.5
17.01.2024	27022.5	-2
18.01.2024	27089	66.5
19.01.2024	27231.5	142.5
22.01.2024	27149	-82.5
23.01.2024	27103	-46
24.01.2024	27122.5	19.5
25.01.2024	27098	-24.5
26.01.2024	27000	-98
29.01.2024	27065.5	65.5
30.01.2024	27080.5	15
31.01.2024	27140.5	60
01.02.2024	27179	38.5
02.02.2024	27170	-9
05.02.2024	27324	154
06.02.2024	27270	-54
07.02.2024	27353.5	83.5
08.02.2024	27292.5	-61
09.02.2024	27385.5	93
12.02.2024	27346.5	-39
13.02.2024	27514.5	168
14.02.2024	27513.5	-1
15.02.2024	27557	43.5
16.02.2024	27596	39
19.02.2024	27537	-59
20.02.2024	27332	-205
21.02.2024	27374	42
22.02.2024	27612.5	238.5
23.02.2024	27673	60.5
26.02.2024	27607.5	-65.5
27.02.2024	27644.5	37
28.02.2024	27483	-161.5
29.02.2024	27564.5	81.5
01.03.2024	27617.5	53
04.03.2024	27654.5	37
05.03.2024	27399	-255.5
06.03.2024	27528	129
07.03.2024	27453.5	-74.5
08.03.2024	27339.5	-114
11.03.2024	26952	-387.5
12.03.2024	27036.5	84.5
13.03.2024	27028	-8.5
14.03.2024	27034	6
15.03.2024	27126	92
18.03.2024	27150.5	24.5
19.03.2024	27316	165.5
20.03.2024	27329	13
21.03.2024	27428.5	99.5
22.03.2024	27437.5	9
25.03.2024	27439	1.5
26.03.2024	27471.5	32.5
27.03.2024	27669.5	198
28.03.2024	27637	-32.5
01.04.2024	27865.5	228.5
02.04.2024	27667	-198.5
03.04.2024	27655.5	-11.5
04.04.2024	27661	5.5
05.04.2024	27839.5	178.5
08.04.2024	27904	64.5
09.04.2024	28123	219
10.04.2024	28029	-94
11.04.2024	28025	-4
12.04.2024	28001.5	-23.5
15.04.2024	28075.5	74
16.04.2024	28131	55.5
17.04.2024	28068	-63
18.04.2024	28021	-47
19.04.2024	28142	121
22.04.2024	28233	91
23.04.2024	28390	157
24.04.2024	28387	-3
25.04.2024	28674.5	287.5
26.04.2024	28739.5	65
29.04.2024	28890	150.5
30.04.2024	28662.5	-227.5
01.05.2024	28496.5	-166
02.05.2024	28732	235.5
03.05.2024	28693	-39
06.05.2024	28758	65
07.05.2024	28661	-97
08.05.2024	28769.5	108.5
09.05.2024	28712.5	-57
10.05.2024	28813	100.5
13.05.2024	28903	90
14.05.2024	28886	-17
15.05.2024	29040	154
16.05.2024	28958	-82
17.05.2024	28933	-25
20.05.2024	29100.5	167.5
21.05.2024	29183	82.5
22.05.2024	29190.5	7.5
23.05.2024	29362.5	172
24.05.2024	29254	-108.5
27.05.2024	29332	78
28.05.2024	29452.5	120.5
29.05.2024	29401.5	-51
30.05.2024	29310.5	-91
31.05.2024	29508	197.5
03.06.2024	29905.5	397.5
04.06.2024	29890.5	-15
05.06.2024	29971	80.5
06.06.2024	29763.5	-207.5
07.06.2024	29731	-32.5
10.06.2024	29546	-185
11.06.2024	29715.5	169.5
12.06.2024	29866	150.5
13.06.2024	29942.5	76.5
14.06.2024	30011	68.5
17.06.2024	29925	-86
18.06.2024	30408	483
19.06.2024	30423.5	15.5
20.06.2024	30528	104.5
21.06.2024	30479	-49
24.06.2024	30385.5	-93.5
25.06.2024	30463	77.5
26.06.2024	30608	145
27.06.2024	30881.5	273.5
28.06.2024	31123	241.5
01.07.2024	31084	-39
02.07.2024	31188.5	104.5
03.07.2024	31414.5	226
05.07.2024	31426	11.5
08.07.2024	31375.5	-50.5
09.07.2024	31393	17.5
10.07.2024	31537.5	144.5
11.07.2024	31553.5	16
12.07.2024	31470	-83.5
15.07.2024	31402	-68
16.07.2024	31403.5	1.5
17.07.2024	31327.5	-76
18.07.2024	31503.5	176
19.07.2024	31464.5	-39
22.07.2024	31327.5	-137
23.07.2024	31152	-175.5
24.07.2024	31045.5	-106.5
25.07.2024	30657.5	-388
26.07.2024	30723	65.5
29.07.2024	30938.5	215.5
30.07.2024	31081	142.5
31.07.2024	31429.5	348.5
01.08.2024	31386	-43.5
02.08.2024	30581.5	-804.5
05.08.2024	30934	352.5
06.08.2024	31201.5	267.5
07.08.2024	31450	248.5
08.08.2024	32068.5	618.5
09.08.2024	32101	32.5
12.08.2024	32134.5	33.5
13.08.2024	32444	309.5
14.08.2024	32725	281
15.08.2024	33093	368
16.08.2024	33255.5	162.5
19.08.2024	33202.5	-53
20.08.2024	33305	102.5
21.08.2024	33128	-177
22.08.2024	32853.5	-274.5
23.08.2024	33057.5	204
26.08.2024	32857.5	-200
27.08.2024	32851.5	-6
28.08.2024	32767.5	-84
29.08.2024	32811.5	44
30.08.2024	32896	84.5
02.09.2024	32938	42
03.09.2024	32926	-12
04.09.2024	32576	-350
05.09.2024	32708.5	132.5
06.09.2024	32967.5	259
09.09.2024	33166	198.5
10.09.2024	32980.5	-185.5
11.09.2024	33304	323.5
12.09.2024	33487.5	183.5
13.09.2024	33584	96.5
16.09.2024	33415.5	-168.5
17.09.2024	33520.5	105
18.09.2024	33710.5	190
19.09.2024	33852	141.5
20.09.2024	33666.5	-185.5
23.09.2024	33661.5	-5
24.09.2024	33694.5	33
25.09.2024	33552.5	-142
26.09.2024	33769.5	217
27.09.2024	34005	235.5
30.09.2024	33820.5	-184.5
01.10.2024	33803.5	-17
02.10.2024	33589	-214.5
03.10.2024	33491.5	-97.5
04.10.2024	33842	350.5
07.10.2024	33704.5	-137.5
08.10.2024	33992.5	288
09.10.2024	33829.5	-163
10.10.2024	33604.5	-225
11.10.2024	33544	-60.5
14.10.2024	33586	42
15.10.2024	33528.5	-57.5
16.10.2024	33525.5	-3
17.10.2024	33583	57.5
18.10.2024	33488	-95
21.10.2024	33452	-36
22.10.2024	33415	-37
23.10.2024	33045	-370
24.10.2024	33163	118
25.10.2024	33474	311
28.10.2024	33579.5	105.5
29.10.2024	33383	-196.5
30.10.2024	33365	-18
31.10.2024	33377.5	12.5
01.11.2024	33508	130.5
04.11.2024	33573	65
05.11.2024	33614.5	41.5
06.11.2024	33858.5	244
07.11.2024	34042.5	184
08.11.2024	34065	22.5
11.11.2024	34144	79
12.11.2024	34022.5	-121.5
13.11.2024	34283	260.5
14.11.2024	34160.5	-122.5
15.11.2024	34198.5	38
18.11.2024	34028	-170.5
19.11.2024	34081	53
20.11.2024	34153.5	72.5
21.11.2024	34498	344.5
22.11.2024	34472	-26
25.11.2024	34402	-70
26.11.2024	34359.5	-42.5
27.11.2024	34375	15.5
28.11.2024	34381	6
29.11.2024	34360.5	-20.5
02.12.2024	34344	-16.5
03.12.2024	34334	-10
04.12.2024	34469	135
05.12.2024	34349	-120
06.12.2024	34331	-18
09.12.2024	34283.5	-47.5
10.12.2024	34301.5	18
11.12.2024	34477.5	176
12.12.2024	34427	-50.5
13.12.2024	34621	194
16.12.2024	34936	315
17.12.2024	34978	42
18.12.2024	35021	43
19.12.2024	34994.5	-26.5
20.12.2024	34894	-100.5
23.12.2024	34749	-145
24.12.2024	34761.5	12.5
26.12.2024	34832	70.5
27.12.2024	34714.5	-117.5
30.12.2024	34479	-235.5
31.12.2024	34592	113
02.01.2025	34918.5	326.5
03.01.2025	35046.5	128
06.01.2025	35473.5	427
07.01.2025	35436	-37.5
08.01.2025	35540.5	104.5
09.01.2025	35549	8.5
10.01.2025	35696	147
13.01.2025	35349.5	-346.5
14.01.2025	35523	173.5
15.01.2025	35688.5	165.5
16.01.2025	35389.5	-299
17.01.2025	35336.5	-53
20.01.2025	35503.5	167
21.01.2025	35700	196.5
22.01.2025	35964.5	264.5
23.01.2025	35824.5	-140
24.01.2025	35891	66.5
27.01.2025	36157	266
28.01.2025	36201	44
29.01.2025	36245.5	44.5
30.01.2025	36172.5	-73
31.01.2025	36426	253.5
03.02.2025	36740	314
04.02.2025	36826	86
05.02.2025	36664.5	-161.5
06.02.2025	36573	-91.5
07.02.2025	36581.5	8.5
10.02.2025	36934.5	353
11.02.2025	36924.5	-10
12.02.2025	36786.5	-138
13.02.2025	36845	58.5
14.02.2025	36673.5	-171.5
17.02.2025	36782	108.5
18.02.2025	36741	-41
19.02.2025	36703	-38
20.02.2025	36752.5	49.5
21.02.2025	36793.5	41
24.02.2025	37056.5	263
25.02.2025	36774.5	-282
26.02.2025	36855.5	81
27.02.2025	36754	-101.5
28.02.2025	36554	-200
03.03.2025	36493.5	-60.5
04.03.2025	36336	-157.5
05.03.2025	36704	368
06.03.2025	36462	-242
07.03.2025	36526	64
10.03.2025	36202	-324
11.03.2025	36682.5	480.5
12.03.2025	36795.5	113
13.03.2025	37095.5	300
14.03.2025	37347	251.5
17.03.2025	37523	176
18.03.2025	37415.5	-107.5
19.03.2025	37395	-20.5
20.03.2025	37501.5	106.5
21.03.2025	37692	190.5
24.03.2025	37656	-36
25.03.2025	37632.5	-23.5
26.03.2025	37601.5	-31
27.03.2025	37505.5	-96
28.03.2025	37423	-82.5
31.03.2025	37068.5	-354.5
01.04.2025	37648	579.5
02.04.2025	38003.5	355.5
03.04.2025	37516	-487.5
04.04.2025	37293.5	-222.5
07.04.2025	38495.5	1202
08.04.2025	38843.5	348
09.04.2025	41435.5	2592
10.04.2025	40943.5	-492
11.04.2025	42235.5	1292
14.04.2025	42435.5	200
15.04.2025	42536	100.5
16.04.2025	42494	-42
17.04.2025	42628	134
21.04.2025	42295	-333
22.04.2025	42588	293
23.04.2025	43000	412
24.04.2025	42455	-545
25.04.2025	42553.5	98.5
28.04.2025	42601.5	48
29.04.2025	43025.5	424
30.04.2025	43059.5	34
01.05.2025	42723	-336.5
02.05.2025	42907	184
05.05.2025	42697.5	-209.5
06.05.2025	42097.5	-600
07.05.2025	41713	-384.5
08.05.2025	41839.5	126.5
09.05.2025	41897.5	58
12.05.2025	42840	942.5
13.05.2025	43198	358
14.05.2025	43169.5	-28.5
15.05.2025	43084.5	-85
16.05.2025	43173.5	89
19.05.2025	43372.5	199
20.05.2025	43482	109.5
21.05.2025	43487	5
22.05.2025	43485	-2
23.05.2025	43501.5	16.5
26.05.2025	43644	142.5
27.05.2025	43572.5	-71.5
28.05.2025	43432	-140.5
29.05.2025	43688.5	256.5
30.05.2025	43767.5	79
02.06.2025	43565.5	-202
03.06.2025	43423	-142.5
04.06.2025	43334.5	-88.5
05.06.2025	43370.5	36
06.06.2025	43606	235.5
09.06.2025	43550.5	-55.5
10.06.2025	43532.5	-18
11.06.2025	43361.5	-171
12.06.2025	43268.5	-93
13.06.2025	43429.5	161
16.06.2025	43691.5	262
17.06.2025	43488.5	-203
18.06.2025	43609.5	121
19.06.2025	43774	164.5
20.06.2025	43845.5	71.5
23.06.2025	44270.5	425
24.06.2025	44521	250.5
25.06.2025	44496.5	-24.5
26.06.2025	44519.5	23
27.06.2025	44594	74.5
30.06.2025	44624.5	30.5
01.07.2025	44434	-190.5
02.07.2025	44452	18
03.07.2025	44560	108
04.07.2025	44405.5	-154.5
07.07.2025	44192.5	-213
08.07.2025	44189.5	-3
09.07.2025	44321	131.5
10.07.2025	44335	14
11.07.2025	44302.5	-32.5
14.07.2025	44530	227.5
15.07.2025	44896.5	366.5
16.07.2025	44791	-105.5
17.07.2025	44726	-65
18.07.2025	44791.5	65.5
21.07.2025	45037.5	246
22.07.2025	45032	-5.5
23.07.2025	45186.5	154.5
24.07.2025	45026.5	-160
25.07.2025	44971	-55.5
28.07.2025	44995.5	24.5
29.07.2025	44972.5	-23
30.07.2025	44997.5	25
31.07.2025	44815.5	-182
01.08.2025	44523.5	-292
04.08.2025	44676.5	153
05.08.2025	44656.5	-20
06.08.2025	45066	409.5
07.08.2025	45213.5	147.5
08.08.2025	45438.5	225
11.08.2025	45412.5	-26
12.08.2025	45623.5	211
13.08.2025	45771.5	148
14.08.2025	45778	6.5
15.08.2025	45792.5	14.5
18.08.2025	45719	-73.5
19.08.2025	45676	-43
20.08.2025	45781.5	105.5
21.08.2025	45535.5	-246
22.08.2025	45673	137.5
26.08.2025	45641	-32
27.08.2025	45603.5	-37.5
28.08.2025	45825	221.5
29.08.2025	45664	-161
01.09.2025	45681.5	17.5
02.09.2025	45717	35.5
03.09.2025	45463.5	-253.5
04.09.2025	45443	-20.5
05.09.2025	45442	-1
08.09.2025	45418.5	-23.5
09.09.2025	45454	35.5
10.09.2025	45527.5	73.5
11.09.2025	46038.5	511
12.09.2025	46053	14.5
15.09.2025	46049.5	-3.5
16.09.2025	46023.5	-26
17.09.2025	45799	-224.5
18.09.2025	46006	207
19.09.2025	46103.5	97.5
22.09.2025	46209.5	106
23.09.2025	46133	-76.5
24.09.2025	46240	107
25.09.2025	46223.5	-16.5
26.09.2025	46377.5	154
29.09.2025	46630	252.5
30.09.2025	46417	-213
01.10.2025	46397	-20
02.10.2025	46526.5	129.5
03.10.2025	46404	-122.5
06.10.2025	46570	166
07.10.2025	46639.5	69.5
08.10.2025	46635.5	-4
09.10.2025	46601.5	-34
10.10.2025	46631.5	30
