Date	PNL	MAE	MFE
12.09.2019	-67.0	-87.0	18.5
13.09.2019	-119.5	-124.5	37.0
16.09.2019	87.0	-15.5	154.5
17.09.2019	57.0	-29.0	62.5
18.09.2019	-77.5	-116.5	1.5
19.09.2019	-7.0	-15.0	63.5
20.09.2019	9.0	-4.0	80.5
23.09.2019	-15.5	-68.5	36.0
24.09.2019	-42.0	-59.5	35.5
25.09.2019	14.5	-44.5	45.5
26.09.2019	53.5	-31.5	118.5
27.09.2019	67.5	-16.0	83.5
30.09.2019	77.5	-21.5	81.5
01.10.2019	0.0	-42.5	58.0
02.10.2019	-0.5	-49.5	71.0
03.10.2019	124.5	-43.5	130.0
04.10.2019	130.5	-59.0	149.0
06.10.2019	10.5	-28.0	48.5
07.10.2019	-15.0	-57.5	46.5
08.10.2019	-41.0	-110.5	67.0
09.10.2019	207.0	-21.0	261.0
10.10.2019	4.0	-60.0	154.0
11.10.2019	66.0	-26.5	118.0
14.10.2019	-57.5	-75.5	14.0
15.10.2019	8.0	-15.5	47.0
16.10.2019	-37.0	-64.5	14.5
17.10.2019	-26.5	-52.0	21.5
18.10.2019	-34.5	-60.0	36.5
20.10.2019	23.0	0.0	26.0
21.10.2019	47.5	-44.0	61.5
22.10.2019	-78.5	-78.5	41.5
23.10.2019	93.0	-17.5	98.0
24.10.2019	39.0	-11.5	56.0
25.10.2019	48.5	-20.0	80.0
27.10.2019	-12.5	-12.5	10.0
28.10.2019	73.5	-15.5	85.5
29.10.2019	-130.5	-130.5	2.0
30.10.2019	47.5	-52.0	80.5
31.10.2019	-60.5	-74.0	29.5
01.11.2019	79.0	-38.5	79.0
04.11.2019	113.5	-2.5	127.0
05.11.2019	-33.0	-40.5	24.5
06.11.2019	-20.5	-20.5	35.5
07.11.2019	-56.0	-56.0	20.0
08.11.2019	-2.5	-35.0	49.0
11.11.2019	23.5	-33.5	25.5
12.11.2019	-34.5	-34.5	10.0
13.11.2019	-21.5	-35.5	39.5
14.11.2019	24.0	-91.5	38.0
15.11.2019	-27.5	-38.0	21.0
18.11.2019	123.5	-10.5	129.0
19.11.2019	49.0	-1.5	77.5
20.11.2019	-27.5	-35.0	13.5
21.11.2019	42.0	-7.0	74.0
22.11.2019	38.5	-0.5	51.0
25.11.2019	28.0	-42.0	34.5
26.11.2019	-13.0	-36.0	82.0
27.11.2019	-1.5	-11.5	33.5
28.11.2019	19.0	-13.0	34.5
29.11.2019	5.0	-16.5	27.5
01.12.2019	37.0	-12.5	43.0
02.12.2019	15.0	-72.5	25.5
03.12.2019	-25.5	-55.5	42.0
04.12.2019	87.5	-11.5	160.0
05.12.2019	2.5	-30.5	36.0
06.12.2019	80.0	-7.0	91.5
09.12.2019	27.0	-5.5	83.5
10.12.2019	27.5	-6.0	84.0
11.12.2019	36.5	-5.0	84.0
12.12.2019	-2.5	-58.5	38.5
13.12.2019	-45.5	-123.5	14.5
16.12.2019	-20.5	-30.0	20.5
17.12.2019	-16.0	-30.5	45.5
18.12.2019	2.0	-14.5	20.0
19.12.2019	2.0	-28.0	17.0
20.12.2019	14.0	-52.5	18.0
23.12.2019	-2.5	-11.0	14.5
24.12.2019	14.0	-10.0	17.5
26.12.2019	72.5	-0.5	75.0
27.12.2019	-21.5	-25.0	3.5
29.12.2019	22.5	0.0	26.0
30.12.2019	35.5	-31.0	62.0
31.12.2019	27.5	-34.0	34.5
02.01.2020	118.5	-21.5	121.0
03.01.2020	25.5	-76.5	115.5
06.01.2020	125.0	-31.0	136.5
07.01.2020	-26.5	-48.5	60.5
08.01.2020	240.0	-32.5	249.0
09.01.2020	51.0	-39.5	66.0
10.01.2020	3.0	-4.0	73.5
12.01.2020	26.0	0.0	37.0
13.01.2020	102.0	-2.5	105.0
14.01.2020	-69.0	-69.0	25.0
15.01.2020	-63.0	-65.5	27.0
16.01.2020	19.0	-19.0	22.5
17.01.2020	-3.5	-33.5	4.5
19.01.2020	-10.0	-10.0	13.5
20.01.2020	-34.0	-34.0	1.5
21.01.2020	-13.0	-62.5	11.0
22.01.2020	56.5	-1.0	98.0
23.01.2020	-17.0	-117.0	6.0
24.01.2020	-36.0	-36.0	3.0
27.01.2020	-75.5	-158.0	54.5
28.01.2020	182.5	-26.0	195.0
29.01.2020	93.0	0.0	121.5
30.01.2020	-133.5	-237.5	5.5
31.01.2020	14.0	-15.5	59.0
03.02.2020	179.0	-19.0	220.0
04.02.2020	85.0	-1.5	113.0
05.02.2020	88.5	-61.5	92.5
06.02.2020	50.5	-34.5	109.0
07.02.2020	-51.5	-111.5	43.5
09.02.2020	-18.0	-18.0	32.0
10.02.2020	70.5	-22.0	110.5
11.02.2020	-68.0	-68.0	73.5
12.02.2020	70.0	-33.0	95.5
13.02.2020	-39.5	-113.5	22.5
14.02.2020	-99.0	-99.0	53.5
16.02.2020	50.5	0.0	55.0
17.02.2020	-33.0	-33.0	34.5
18.02.2020	105.0	-67.0	111.0
19.02.2020	13.0	-22.0	46.5
20.02.2020	83.5	-16.0	118.0
21.02.2020	-161.0	-161.0	24.5
24.02.2020	-310.0	-310.0	48.0
25.02.2020	-155.5	-155.5	125.5
26.02.2020	-120.0	-238.5	80.0
27.02.2020	-554.5	-559.0	22.5
28.02.2020	108.5	-395.5	324.0
02.03.2020	120.0	-130.5	376.5
03.03.2020	-418.0	-418.0	98.0
04.03.2020	470.0	0.0	570.5
05.03.2020	8.5	-144.0	78.0
06.03.2020	-13.5	-225.0	185.0
08.03.2020	-145.5	-145.5	4.0
09.03.2020	-491.5	-491.5	207.0
10.03.2020	440.5	-266.0	443.0
11.03.2020	-454.0	-602.0	32.0
12.03.2020	-1061.0	-1061.0	151.5
13.03.2020	159.5	-65.0	634.5
16.03.2020	-153.0	-153.0	217.5
17.03.2020	-185.5	-510.5	128.5
18.03.2020	251.5	-101.5	894.0
19.03.2020	-251.5	-577.0	329.5
20.03.2020	160.5	-124.0	300.0
23.03.2020	879.0	-114.0	1275.0
24.03.2020	493.0	-69.5	653.0
25.03.2020	25.0	-381.0	381.5
26.03.2020	-203.5	-415.0	117.0
27.03.2020	-346.5	-494.5	27.0
29.03.2020	113.5	-52.5	124.5
30.03.2020	282.0	-79.5	322.5
31.03.2020	-278.0	-278.0	58.5
01.04.2020	-377.0	-377.0	25.0
02.04.2020	54.0	-117.0	154.0
03.04.2020	21.5	-231.5	56.5
05.04.2020	184.0	-31.0	187.0
06.04.2020	144.5	-220.0	150.0
07.04.2020	-290.5	-290.5	405.5
08.04.2020	102.0	-2.5	297.0
09.04.2020	141.5	-31.5	379.0
13.04.2020	249.0	-72.5	285.0
14.04.2020	310.5	-10.0	367.0
15.04.2020	-236.5	-363.5	9.0
16.04.2020	-54.5	-257.5	55.5
17.04.2020	-89.5	-266.0	38.5
20.04.2020	-135.0	-135.0	156.5
21.04.2020	-135.5	-353.0	37.0
22.04.2020	130.0	-71.5	204.0
23.04.2020	-23.5	-165.0	149.0
24.04.2020	246.5	-114.0	251.0
26.04.2020	95.0	-46.0	104.0
27.04.2020	-101.0	-118.0	72.5
28.04.2020	212.5	-8.5	261.0
29.04.2020	-73.0	-122.5	69.0
30.04.2020	-111.0	-223.0	107.5
01.05.2020	54.5	-126.0	141.0
04.05.2020	336.5	-21.5	368.5
05.05.2020	356.0	-17.0	357.5
06.05.2020	10.0	-52.0	169.0
07.05.2020	199.0	-6.0	205.0
08.05.2020	8.5	-55.0	132.0
11.05.2020	66.0	-138.5	124.0
12.05.2020	-30.5	-46.0	67.0
13.05.2020	-150.5	-150.5	190.0
14.05.2020	290.5	-135.5	298.5
15.05.2020	377.5	-48.0	383.0
18.05.2020	98.5	-52.5	176.0
19.05.2020	136.5	0.0	269.0
20.05.2020	197.5	-18.0	334.0
21.05.2020	-16.5	-66.5	71.0
22.05.2020	59.5	-98.5	82.5
24.05.2020	-22.0	-22.0	28.5
25.05.2020	96.0	-39.5	136.5
26.05.2020	-79.5	-79.5	126.0
27.05.2020	340.0	-7.0	362.0
28.05.2020	109.0	-153.5	114.5
29.05.2020	-158.0	-158.0	54.5
31.05.2020	74.5	0.0	92.5
01.06.2020	183.5	-25.0	184.5
02.06.2020	297.0	0.0	300.5
03.06.2020	-51.0	-127.5	68.5
04.06.2020	-52.5	-80.0	65.5
05.06.2020	-18.5	-30.0	119.0
07.06.2020	23.5	0.0	31.5
08.06.2020	32.0	-131.0	60.5
09.06.2020	59.0	-20.0	120.0
10.06.2020	47.5	-39.5	207.5
11.06.2020	-248.0	-352.0	69.0
12.06.2020	-17.5	-205.5	238.0
15.06.2020	325.5	-157.0	361.5
16.06.2020	-140.0	-182.0	160.5
17.06.2020	-47.5	-57.0	168.0
18.06.2020	-86.5	-86.5	83.0
19.06.2020	85.0	-17.5	143.5
21.06.2020	113.5	-12.5	123.0
22.06.2020	51.0	-34.5	160.5
23.06.2020	91.5	-37.5	150.0
24.06.2020	-60.5	-163.0	168.5
25.06.2020	-331.0	-331.0	84.5
26.06.2020	-174.0	-174.0	84.0
28.06.2020	66.0	-43.5	80.5
29.06.2020	13.0	-125.0	43.0
30.06.2020	110.0	-129.0	175.5
01.07.2020	94.0	-85.5	143.5
02.07.2020	132.5	-6.5	304.0
03.07.2020	81.0	-44.0	88.5
06.07.2020	115.0	-22.0	146.5
07.07.2020	13.0	-119.5	64.5
08.07.2020	119.0	-104.5	175.0
09.07.2020	214.5	-14.5	258.5
10.07.2020	117.5	-100.0	121.5
12.07.2020	-24.0	-24.0	4.0
13.07.2020	94.0	-56.5	158.0
14.07.2020	17.5	-420.0	46.5
15.07.2020	-65.5	-65.5	81.5
16.07.2020	-280.0	-329.5	20.0
17.07.2020	63.5	-49.5	138.0
19.07.2020	-31.5	-31.5	9.5
20.07.2020	102.5	-95.0	111.5
21.07.2020	-107.5	-107.5	123.5
22.07.2020	-33.5	-132.0	138.0
23.07.2020	-49.5	-108.0	156.0
24.07.2020	-148.0	-237.5	76.5
26.07.2020	107.5	-33.0	109.5
27.07.2020	270.5	-90.5	305.5
28.07.2020	-166.5	-166.5	103.5
29.07.2020	74.0	-109.5	140.0
30.07.2020	-140.0	-250.0	17.0
31.07.2020	-95.5	-347.0	27.0
03.08.2020	197.0	-9.5	276.5
04.08.2020	9.5	-34.0	135.0
05.08.2020	-136.0	-136.0	86.0
06.08.2020	273.0	-2.5	277.0
07.08.2020	89.0	-22.0	173.0
10.08.2020	47.5	-92.0	53.0
11.08.2020	-218.5	-218.5	93.0
12.08.2020	309.5	-58.0	317.0
13.08.2020	-25.0	-76.5	104.5
14.08.2020	-46.0	-61.5	106.5
16.08.2020	20.5	-6.0	20.5
17.08.2020	68.5	-44.0	78.5
18.08.2020	107.5	-54.5	149.5
19.08.2020	-56.5	-56.5	47.0
20.08.2020	373.5	-54.0	376.5
21.08.2020	-10.0	-117.5	29.5
24.08.2020	69.0	-115.5	153.0
25.08.2020	4.0	-183.5	56.5
26.08.2020	-125.0	-125.0	49.0
27.08.2020	-51.5	-100.5	130.0
28.08.2020	209.5	-9.5	252.5
31.08.2020	-112.5	-158.0	10.0
01.09.2020	168.5	-23.0	179.5
02.09.2020	127.5	-138.0	169.5
03.09.2020	-294.5	-481.0	12.5
04.09.2020	671.5	-91.0	681.5
07.09.2020	-19.5	-164.5	117.5
08.09.2020	-238.5	-500.0	139.0
09.09.2020	262.0	-105.5	375.0
10.09.2020	252.0	-49.0	353.5
11.09.2020	-135.0	-320.0	81.5
13.09.2020	62.0	-43.0	70.0
14.09.2020	10.0	-137.0	123.5
15.09.2020	74.0	-21.0	322.0
16.09.2020	-275.0	-275.0	209.5
17.09.2020	55.0	-227.5	225.0
18.09.2020	-117.0	-244.5	74.5
20.09.2020	-175.5	-175.5	101.0
21.09.2020	-131.5	-487.0	107.0
22.09.2020	89.5	-196.5	183.5
23.09.2020	24.0	-76.0	110.0
24.09.2020	-47.5	-202.0	135.0
25.09.2020	-120.0	-390.5	4.5
27.09.2020	56.0	0.0	72.0
28.09.2020	388.0	-41.0	391.5
29.09.2020	-135.0	-225.0	29.5
30.09.2020	-264.0	-264.0	15.0
01.10.2020	-178.5	-178.5	178.0
02.10.2020	-244.5	-381.0	102.0
05.10.2020	21.5	-143.0	26.0
06.10.2020	-181.0	-364.0	174.0
07.10.2020	118.5	-48.5	153.0
08.10.2020	-5.5	-87.5	129.0
09.10.2020	190.0	-45.5	194.5
11.10.2020	-44.5	-44.5	28.5
12.10.2020	72.0	-3.0	141.5
13.10.2020	42.0	-90.5	132.5
14.10.2020	5.0	-133.0	110.5
15.10.2020	385.5	-55.5	393.0
16.10.2020	-58.0	-64.5	108.5
19.10.2020	-219.0	-262.0	69.5
20.10.2020	-35.0	-200.5	109.5
21.10.2020	-62.5	-123.5	246.0
22.10.2020	77.5	-77.5	205.0
23.10.2020	100.5	-139.0	172.0
25.10.2020	-49.0	-49.0	44.5
26.10.2020	360.0	-36.5	378.5
27.10.2020	63.5	-56.5	139.0
28.10.2020	-257.0	-257.0	18.5
29.10.2020	147.5	-39.0	270.0
30.10.2020	-252.5	-252.5	237.5
02.11.2020	156.0	-18.0	276.5
03.11.2020	18.5	-82.0	110.5
04.11.2020	670.5	-40.0	786.5
05.11.2020	193.5	-124.5	290.0
06.11.2020	30.0	-247.5	112.0
09.11.2020	-564.0	-564.0	124.0
10.11.2020	-76.5	-180.5	159.5
11.11.2020	19.5	-60.0	208.5
12.11.2020	113.5	-76.5	270.0
13.11.2020	169.0	-10.5	199.0
16.11.2020	-294.0	-308.5	8.5
17.11.2020	-151.0	-173.0	6.5
18.11.2020	-11.0	-42.5	119.0
19.11.2020	194.5	-27.5	197.5
20.11.2020	57.5	-20.0	128.5
23.11.2020	-42.5	-140.0	61.0
24.11.2020	70.5	-78.0	113.0
25.11.2020	56.5	-100.5	65.5
26.11.2020	-117.5	-117.5	10.5
27.11.2020	93.0	-44.5	105.5
30.11.2020	189.5	-61.0	204.0
01.12.2020	12.5	-91.5	102.5
02.12.2020	82.5	-63.5	107.0
03.12.2020	99.0	-19.0	111.5
04.12.2020	-23.0	-94.0	7.5
07.12.2020	1.5	-50.5	60.0
08.12.2020	141.5	-53.5	146.0
09.12.2020	-59.0	-59.0	15.5
10.12.2020	-98.0	-109.5	37.5
11.12.2020	-75.5	-210.5	15.0
14.12.2020	122.0	-60.5	205.5
15.12.2020	134.0	-74.0	136.0
16.12.2020	119.5	-19.0	127.0
17.12.2020	40.0	-18.5	87.0
18.12.2020	-17.0	-23.5	50.5
21.12.2020	196.5	-52.5	229.5
22.12.2020	-50.0	-90.0	25.5
23.12.2020	-4.0	-23.0	78.0
24.12.2020	-31.5	-65.5	43.5
28.12.2020	166.0	-17.0	174.5
29.12.2020	-187.5	-187.5	7.0
30.12.2020	35.5	-3.0	89.0
31.12.2020	-8.5	-63.0	5.0
04.01.2021	183.5	-4.5	192.0
05.01.2021	4.0	-31.5	139.0
06.01.2021	-238.0	-291.5	69.0
07.01.2021	105.5	-34.5	154.0
08.01.2021	-65.0	-167.0	82.5
10.01.2021	-8.0	-8.0	3.5
11.01.2021	-159.5	-225.5	16.5
12.01.2021	-83.0	-118.5	75.5
13.01.2021	-13.0	-70.0	55.5
14.01.2021	-75.5	-75.5	77.5
15.01.2021	-111.5	-118.0	55.5
17.01.2021	-46.0	-46.0	34.5
18.01.2021	111.5	-21.0	117.5
19.01.2021	41.0	-62.5	61.0
20.01.2021	199.5	-47.5	206.0
21.01.2021	77.0	-101.5	79.5
22.01.2021	-155.5	-176.5	0.5
25.01.2021	139.0	-79.5	198.0
26.01.2021	22.0	-48.0	160.0
27.01.2021	-263.0	-263.0	8.5
28.01.2021	180.0	-156.5	296.0
29.01.2021	-474.0	-474.0	60.5
01.02.2021	473.0	-35.0	510.5
02.02.2021	253.5	-23.5	263.5
03.02.2021	-19.5	-34.0	134.0
04.02.2021	43.0	-97.0	58.5
05.02.2021	221.0	-7.5	224.0
08.02.2021	-163.5	-198.0	5.5
09.02.2021	73.0	-72.5	78.0
10.02.2021	173.0	-15.0	210.5
11.02.2021	-58.0	-58.0	97.5
12.02.2021	-33.5	-190.0	1.0
15.02.2021	57.0	-2.0	71.5
16.02.2021	-95.5	-119.5	51.5
17.02.2021	-145.0	-185.0	96.5
18.02.2021	-153.5	-446.5	30.0
19.02.2021	75.5	-46.0	214.5
22.02.2021	-183.5	-300.5	22.0
23.02.2021	202.0	-285.0	237.5
24.02.2021	127.5	-185.0	259.5
25.02.2021	-581.0	-581.0	108.5
26.02.2021	15.5	-289.5	213.5
01.03.2021	39.5	-95.0	90.0
02.03.2021	55.0	-113.0	75.5
03.03.2021	-251.5	-251.5	151.0
04.03.2021	-441.0	-526.0	179.0
05.03.2021	842.5	-17.0	859.0
08.03.2021	-396.0	-451.5	17.5
09.03.2021	257.0	-118.5	335.0
10.03.2021	173.0	-126.0	225.5
11.03.2021	133.5	-52.0	266.5
12.03.2021	22.5	-169.0	57.5
15.03.2021	91.0	-115.5	131.5
16.03.2021	312.0	-3.0	320.5
17.03.2021	153.5	-224.5	181.0
18.03.2021	-206.0	-206.0	72.5
19.03.2021	6.5	-158.5	113.5
22.03.2021	147.5	-11.0	255.5
23.03.2021	-142.5	-142.5	112.0
24.03.2021	-306.5	-306.5	122.5
25.03.2021	411.0	-63.0	437.0
26.03.2021	283.0	-37.5	313.0
29.03.2021	107.0	-132.5	178.0
30.03.2021	-22.5	-264.0	10.5
31.03.2021	131.5	-21.5	251.5
01.04.2021	31.5	-103.5	44.5
02.04.2021	39.0	-24.5	67.5
04.04.2021	-37.0	-37.0	45.0
05.04.2021	-1.5	-1.5	148.0
06.04.2021	-15.0	-78.5	128.5
07.04.2021	21.0	-90.5	50.5
08.04.2021	158.5	-3.0	159.5
09.04.2021	89.5	-101.0	111.5
12.04.2021	5.0	-95.5	63.5
13.04.2021	309.0	-75.0	314.0
14.04.2021	-12.5	-39.0	80.5
15.04.2021	20.0	-56.0	122.5
16.04.2021	60.0	-64.0	81.0
18.04.2021	-12.0	-12.0	15.0
19.04.2021	11.5	-119.0	107.0
20.04.2021	-65.5	-129.5	41.0
21.04.2021	106.0	-106.0	141.5
22.04.2021	-97.0	-97.0	87.0
23.04.2021	153.5	-23.0	170.0
26.04.2021	107.5	-55.5	122.0
27.04.2021	-136.5	-166.0	0.5
28.04.2021	-118.5	-153.5	31.5
29.04.2021	111.5	-20.5	132.5
30.04.2021	-97.5	-97.5	54.5
03.05.2021	100.5	-0.5	161.5
04.05.2021	24.0	-205.0	57.0
05.05.2021	-22.0	-65.0	244.0
06.05.2021	368.5	-32.5	400.5
07.05.2021	49.0	-97.5	277.0
10.05.2021	-469.5	-469.5	0.0
11.05.2021	380.5	-68.0	499.5
12.05.2021	-524.0	-524.0	76.0
13.05.2021	14.5	-171.0	92.0
14.05.2021	165.0	-29.0	225.0
17.05.2021	-275.0	-512.0	5.5
18.05.2021	-120.5	-120.5	78.5
19.05.2021	-181.5	-241.0	20.0
20.05.2021	129.5	-47.0	212.5
21.05.2021	-111.5	-111.5	114.0
23.05.2021	49.0	-33.5	66.5
24.05.2021	238.5	-7.0	342.5
25.05.2021	-157.5	-157.5	73.0
26.05.2021	-139.5	-189.5	38.5
27.05.2021	-83.0	-116.5	36.5
28.05.2021	-34.5	-45.0	103.0
30.05.2021	-16.5	-16.5	12.0
31.05.2021	13.0	-63.0	27.0
01.06.2021	-29.5	-40.0	86.0
02.06.2021	95.5	-27.5	101.5
03.06.2021	-289.0	-289.0	0.0
04.06.2021	42.0	-23.5	175.5
06.06.2021	-16.5	-16.5	3.5
07.06.2021	-33.0	-191.5	7.0
08.06.2021	17.0	-12.5	202.0
09.06.2021	4.5	-56.0	119.0
10.06.2021	-89.0	-177.5	4.5
11.06.2021	64.5	-46.5	69.5
13.06.2021	-16.5	-16.5	18.0
14.06.2021	207.5	-36.0	208.5
15.06.2021	-161.5	-161.5	79.5
16.06.2021	-82.0	-165.0	26.0
17.06.2021	281.0	-39.5	375.5
18.06.2021	-203.0	-203.0	31.0
21.06.2021	170.5	-66.5	187.5
22.06.2021	57.0	-63.5	67.5
23.06.2021	-83.5	-125.0	27.5
24.06.2021	-5.5	-22.5	108.5
25.06.2021	27.0	-21.0	105.0
28.06.2021	157.5	-46.0	169.5
29.06.2021	57.5	-94.5	60.5
30.06.2021	-77.0	-87.0	40.0
01.07.2021	149.0	-39.0	163.0
02.07.2021	245.0	-39.5	272.5
04.07.2021	-14.5	-14.5	3.0
05.07.2021	-15.0	-41.5	0.0
06.07.2021	183.5	-67.0	201.0
07.07.2021	116.0	-26.5	183.0
08.07.2021	-89.0	-231.0	12.5
09.07.2021	54.5	-39.0	132.5
11.07.2021	-22.0	-22.0	3.5
12.07.2021	66.5	-38.0	100.0
13.07.2021	-111.5	-111.5	90.5
14.07.2021	-147.0	-165.5	37.0
15.07.2021	11.0	-119.0	66.0
16.07.2021	-71.5	-71.5	156.0
19.07.2021	-216.0	-216.0	51.5
20.07.2021	-125.0	-144.0	101.5
21.07.2021	239.0	-66.5	240.5
22.07.2021	36.5	-51.5	39.0
23.07.2021	71.0	-3.0	109.0
25.07.2021	20.0	-11.0	23.5
26.07.2021	-17.0	-84.5	64.5
27.07.2021	151.5	-116.5	153.0
28.07.2021	-3.5	-67.0	155.5
29.07.2021	69.5	-44.0	190.5
30.07.2021	245.0	-72.0	245.0
02.08.2021	-104.0	-104.0	87.5
03.08.2021	181.5	-67.5	189.0
04.08.2021	1.5	-103.0	79.0
05.08.2021	11.5	-33.5	67.5
06.08.2021	-87.5	-127.5	10.0
09.08.2021	147.5	-6.5	190.0
10.08.2021	-58.0	-99.0	33.5
11.08.2021	157.0	-38.0	197.0
12.08.2021	-37.5	-37.5	42.0
13.08.2021	-32.0	-76.0	27.0
15.08.2021	-31.5	-31.5	4.5
16.08.2021	25.5	-71.5	54.0
17.08.2021	0.0	-108.5	31.0
18.08.2021	6.5	-19.0	149.5
19.08.2021	-13.0	-119.0	93.0
20.08.2021	-27.5	-153.0	50.0
23.08.2021	91.0	-4.0	157.5
24.08.2021	32.5	-31.5	100.0
25.08.2021	31.5	-34.0	79.5
26.08.2021	-137.5	-144.5	62.5
27.08.2021	-55.0	-99.5	93.5
29.08.2021	23.0	-3.0	37.5
30.08.2021	241.5	-11.5	243.5
31.08.2021	-107.5	-130.0	34.0
01.09.2021	35.0	-29.0	210.0
02.09.2021	73.5	-2.5	81.5
03.09.2021	64.0	-21.5	137.5
05.09.2021	-13.5	-13.5	14.5
06.09.2021	15.5	-15.5	48.0
07.09.2021	37.0	-53.0	74.0
08.09.2021	41.5	-43.0	70.0
09.09.2021	-89.0	-89.0	48.0
10.09.2021	-45.5	-45.5	92.0
12.09.2021	26.0	-2.5	31.0
13.09.2021	119.5	-39.0	213.5
14.09.2021	-124.0	-154.5	96.5
15.09.2021	136.0	-6.5	146.0
16.09.2021	-44.0	-226.0	39.0
17.09.2021	-140.0	-209.0	9.5
19.09.2021	46.5	-24.0	53.0
20.09.2021	46.5	-280.5	69.0
21.09.2021	-34.0	-65.0	215.5
22.09.2021	184.5	0.0	304.5
23.09.2021	53.5	-26.0	165.0
24.09.2021	28.0	-205.0	64.5
26.09.2021	86.5	-3.0	97.0
27.09.2021	-71.0	-102.0	52.0
28.09.2021	-294.0	-329.0	111.5
29.09.2021	210.5	-35.0	222.5
30.09.2021	-407.5	-407.5	92.0
01.10.2021	354.5	-229.5	373.0
04.10.2021	-35.5	-185.5	70.0
05.10.2021	160.5	-23.5	263.0
06.10.2021	82.5	-218.0	105.5
07.10.2021	219.0	-27.5	336.5
08.10.2021	-168.0	-199.5	28.5
11.10.2021	116.5	-107.0	180.5
12.10.2021	-73.5	-157.0	128.0
13.10.2021	212.5	-6.0	231.5
14.10.2021	114.0	-17.5	185.0
15.10.2021	229.0	0.0	241.0
18.10.2021	112.0	-94.5	139.0
19.10.2021	94.0	-31.5	152.5
20.10.2021	-63.0	-63.0	102.5
21.10.2021	159.5	-42.0	172.5
22.10.2021	-43.0	-103.0	43.5
24.10.2021	-29.5	-29.5	9.5
25.10.2021	121.0	-58.0	126.5
26.10.2021	11.5	-15.5	167.5
27.10.2021	-65.5	-65.5	203.5
28.10.2021	-41.5	-95.5	79.0
29.10.2021	316.0	-59.0	338.0
01.11.2021	-21.5	-131.0	43.5
02.11.2021	180.0	-26.0	216.5
03.11.2021	227.0	-37.0	237.5
