Date	Daily_PNL	Daily_MAE	Daily_MFE	Equity_Close	Equity_Peak	Equity_Trough	Trailing_DD	Worst_DD_So_Far
01.03.2021	39.5	-95	90	8870	9700.5	8735.5	-965	-3276
02.03.2021	55	-113	75.5	8925	9700.5	8757	-943.5	-3276
03.03.2021	-251.5	-251.5	151	8673.5	9700.5	8673.5	-1027	-3276
04.03.2021	-441	-526	179	8232.5	9700.5	8147.5	-1553	-3276
05.03.2021	842.5	-17	859	9075	9700.5	8215.5	-1485	-3276
08.03.2021	-396	-451.5	17.5	8679	9700.5	8623.5	-1077	-3276
09.03.2021	257	-118.5	335	8936	9700.5	8560.5	-1140	-3276
10.03.2021	173	-126	225.5	9109	9700.5	8810	-890.5	-3276
11.03.2021	133.5	-52	266.5	9242.5	9700.5	9057	-643.5	-3276
12.03.2021	22.5	-169	57.5	9265	9700.5	9073.5	-627	-3276
15.03.2021	91	-115.5	131.5	9356	9700.5	9149.5	-551	-3276
16.03.2021	312	-3	320.5	9668	9700.5	9353	-347.5	-3276
17.03.2021	153.5	-224.5	181	9821.5	9849	9443.5	-405.5	-3276
18.03.2021	-206	-206	72.5	9615.5	9894	9615.5	-278.5	-3276
19.03.2021	6.5	-158.5	113.5	9622	9894	9457	-437	-3276
22.03.2021	147.5	-11	255.5	9769.5	9894	9611	-283	-3276
23.03.2021	-142.5	-142.5	112	9627	9894	9627	-267	-3276
24.03.2021	-306.5	-306.5	122.5	9320.5	9894	9320.5	-573.5	-3276
25.03.2021	411	-63	437	9731.5	9894	9257.5	-636.5	-3276
26.03.2021	283	-37.5	313	10014.5	10044.5	9694	-350.5	-3276
29.03.2021	107	-132.5	178	10121.5	10192.5	9882	-310.5	-3276
30.03.2021	-22.5	-264	10.5	10099	10192.5	9857.5	-335	-3276
31.03.2021	131.5	-21.5	251.5	10230.5	10350.5	10077.5	-273	-3276
01.04.2021	31.5	-103.5	44.5	10262	10350.5	10127	-223.5	-3276
02.04.2021	39	-24.5	67.5	10301	10350.5	10237.5	-113	-3276
04.04.2021	-37	-37	45	10264	10350.5	10264	-86.5	-3276
05.04.2021	-1.5	-1.5	148	10262.5	10412	10262.5	-149.5	-3276
06.04.2021	-15	-78.5	128.5	10247.5	10412	10184	-228	-3276
07.04.2021	21	-90.5	50.5	10268.5	10412	10157	-255	-3276
08.04.2021	158.5	-3	159.5	10427	10428	10265.5	-162.5	-3276
09.04.2021	89.5	-101	111.5	10516.5	10538.5	10326	-212.5	-3276
12.04.2021	5	-95.5	63.5	10521.5	10580	10421	-159	-3276
13.04.2021	309	-75	314	10830.5	10835.5	10446.5	-389	-3276
14.04.2021	-12.5	-39	80.5	10818	10911	10791.5	-119.5	-3276
15.04.2021	20	-56	122.5	10838	10940.5	10762	-178.5	-3276
16.04.2021	60	-64	81	10898	10940.5	10774	-166.5	-3276
18.04.2021	-12	-12	15	10886	10940.5	10886	-54.5	-3276
19.04.2021	11.5	-119	107	10897.5	10993	10767	-226	-3276
20.04.2021	-65.5	-129.5	41	10832	10993	10768	-225	-3276
21.04.2021	106	-106	141.5	10938	10993	10726	-267	-3276
22.04.2021	-97	-97	87	10841	11025	10841	-184	-3276
23.04.2021	153.5	-23	170	10994.5	11025	10818	-207	-3276
26.04.2021	107.5	-55.5	122	11102	11116.5	10939	-177.5	-3276
27.04.2021	-136.5	-166	0.5	10965.5	11116.5	10936	-180.5	-3276
28.04.2021	-118.5	-153.5	31.5	10847	11116.5	10812	-304.5	-3276
29.04.2021	111.5	-20.5	132.5	10958.5	11116.5	10826.5	-290	-3276
30.04.2021	-97.5	-97.5	54.5	10861	11116.5	10861	-255.5	-3276
03.05.2021	100.5	-0.5	161.5	10961.5	11116.5	10860.5	-256	-3276
04.05.2021	24	-205	57	10985.5	11116.5	10756.5	-360	-3276
05.05.2021	-22	-65	244	10963.5	11229.5	10920.5	-309	-3276
06.05.2021	368.5	-32.5	400.5	11332	11364	10931	-433	-3276
07.05.2021	49	-97.5	277	11381	11609	11234.5	-374.5	-3276
10.05.2021	-469.5	-469.5	0	10911.5	11609	10911.5	-697.5	-3276
11.05.2021	380.5	-68	499.5	11292	11609	10843.5	-765.5	-3276
12.05.2021	-524	-524	76	10768	11609	10768	-841	-3276
13.05.2021	14.5	-171	92	10782.5	11609	10597	-1012	-3276
14.05.2021	165	-29	225	10947.5	11609	10753.5	-855.5	-3276
17.05.2021	-275	-512	5.5	10672.5	11609	10435.5	-1173.5	-3276
18.05.2021	-120.5	-120.5	78.5	10552	11609	10552	-1057	-3276
19.05.2021	-181.5	-241	20	10370.5	11609	10311	-1298	-3276
20.05.2021	129.5	-47	212.5	10500	11609	10323.5	-1285.5	-3276
21.05.2021	-111.5	-111.5	114	10388.5	11609	10388.5	-1220.5	-3276
23.05.2021	49	-33.5	66.5	10437.5	11609	10355	-1254	-3276
24.05.2021	238.5	-7	342.5	10676	11609	10430.5	-1178.5	-3276
25.05.2021	-157.5	-157.5	73	10518.5	11609	10518.5	-1090.5	-3276
26.05.2021	-139.5	-189.5	38.5	10379	11609	10329	-1280	-3276
27.05.2021	-83	-116.5	36.5	10296	11609	10262.5	-1346.5	-3276
28.05.2021	-34.5	-45	103	10261.5	11609	10251	-1358	-3276
30.05.2021	-16.5	-16.5	12	10245	11609	10245	-1364	-3276
31.05.2021	13	-63	27	10258	11609	10182	-1427	-3276
01.06.2021	-29.5	-40	86	10228.5	11609	10218	-1391	-3276
02.06.2021	95.5	-27.5	101.5	10324	11609	10201	-1408	-3276
03.06.2021	-289	-289	0	10035	11609	10035	-1574	-3276
04.06.2021	42	-23.5	175.5	10077	11609	10011.5	-1597.5	-3276
06.06.2021	-16.5	-16.5	3.5	10060.5	11609	10060.5	-1548.5	-3276
07.06.2021	-33	-191.5	7	10027.5	11609	9869	-1740	-3276
08.06.2021	17	-12.5	202	10044.5	11609	10015	-1594	-3276
09.06.2021	4.5	-56	119	10049	11609	9988.5	-1620.5	-3276
10.06.2021	-89	-177.5	4.5	9960	11609	9871.5	-1737.5	-3276
11.06.2021	64.5	-46.5	69.5	10024.5	11609	9913.5	-1695.5	-3276
13.06.2021	-16.5	-16.5	18	10008	11609	10008	-1601	-3276
14.06.2021	207.5	-36	208.5	10215.5	11609	9972	-1637	-3276
15.06.2021	-161.5	-161.5	79.5	10054	11609	10054	-1555	-3276
16.06.2021	-82	-165	26	9972	11609	9889	-1720	-3276
17.06.2021	281	-39.5	375.5	10253	11609	9932.5	-1676.5	-3276
18.06.2021	-203	-203	31	10050	11609	10050	-1559	-3276
21.06.2021	170.5	-66.5	187.5	10220.5	11609	9983.5	-1625.5	-3276
22.06.2021	57	-63.5	67.5	10277.5	11609	10157	-1452	-3276
23.06.2021	-83.5	-125	27.5	10194	11609	10152.5	-1456.5	-3276
24.06.2021	-5.5	-22.5	108.5	10188.5	11609	10171.5	-1437.5	-3276
25.06.2021	27	-21	105	10215.5	11609	10167.5	-1441.5	-3276
28.06.2021	157.5	-46	169.5	10373	11609	10169.5	-1439.5	-3276
29.06.2021	57.5	-94.5	60.5	10430.5	11609	10278.5	-1330.5	-3276
30.06.2021	-77	-87	40	10353.5	11609	10343.5	-1265.5	-3276
01.07.2021	149	-39	163	10502.5	11609	10314.5	-1294.5	-3276
02.07.2021	245	-39.5	272.5	10747.5	11609	10463	-1146	-3276
04.07.2021	-14.5	-14.5	3	10733	11609	10733	-876	-3276
05.07.2021	-15	-41.5	0	10718	11609	10691.5	-917.5	-3276
06.07.2021	183.5	-67	201	10901.5	11609	10651	-958	-3276
07.07.2021	116	-26.5	183	11017.5	11609	10875	-734	-3276
08.07.2021	-89	-231	12.5	10928.5	11609	10786.5	-822.5	-3276
09.07.2021	54.5	-39	132.5	10983	11609	10889.5	-719.5	-3276
11.07.2021	-22	-22	3.5	10961	11609	10961	-648	-3276
12.07.2021	66.5	-38	100	11027.5	11609	10923	-686	-3276
13.07.2021	-111.5	-111.5	90.5	10916	11609	10916	-693	-3276
14.07.2021	-147	-165.5	37	10769	11609	10750.5	-858.5	-3276
15.07.2021	11	-119	66	10780	11609	10650	-959	-3276
16.07.2021	-71.5	-71.5	156	10708.5	11609	10708.5	-900.5	-3276
19.07.2021	-216	-216	51.5	10492.5	11609	10492.5	-1116.5	-3276
20.07.2021	-125	-144	101.5	10367.5	11609	10348.5	-1260.5	-3276
21.07.2021	239	-66.5	240.5	10606.5	11609	10301	-1308	-3276
22.07.2021	36.5	-51.5	39	10643	11609	10555	-1054	-3276
23.07.2021	71	-3	109	10714	11609	10640	-969	-3276
25.07.2021	20	-11	23.5	10734	11609	10703	-906	-3276
26.07.2021	-17	-84.5	64.5	10717	11609	10649.5	-959.5	-3276
27.07.2021	151.5	-116.5	153	10868.5	11609	10600.5	-1008.5	-3276
28.07.2021	-3.5	-67	155.5	10865	11609	10801.5	-807.5	-3276
29.07.2021	69.5	-44	190.5	10934.5	11609	10821	-788	-3276
30.07.2021	245	-72	245	11179.5	11609	10862.5	-746.5	-3276
02.08.2021	-104	-104	87.5	11075.5	11609	11075.5	-533.5	-3276
03.08.2021	181.5	-67.5	189	11257	11609	11008	-601	-3276
04.08.2021	1.5	-103	79	11258.5	11609	11154	-455	-3276
05.08.2021	11.5	-33.5	67.5	11270	11609	11225	-384	-3276
06.08.2021	-87.5	-127.5	10	11182.5	11609	11142.5	-466.5	-3276
09.08.2021	147.5	-6.5	190	11330	11609	11176	-433	-3276
10.08.2021	-58	-99	33.5	11272	11609	11231	-378	-3276
11.08.2021	157	-38	197	11429	11609	11234	-375	-3276
12.08.2021	-37.5	-37.5	42	11391.5	11609	11391.5	-217.5	-3276
13.08.2021	-32	-76	27	11359.5	11609	11315.5	-293.5	-3276
15.08.2021	-31.5	-31.5	4.5	11328	11609	11328	-281	-3276
16.08.2021	25.5	-71.5	54	11353.5	11609	11256.5	-352.5	-3276
17.08.2021	0	-108.5	31	11353.5	11609	11245	-364	-3276
18.08.2021	6.5	-19	149.5	11360	11609	11334.5	-274.5	-3276
19.08.2021	-13	-119	93	11347	11609	11241	-368	-3276
20.08.2021	-27.5	-153	50	11319.5	11609	11194	-415	-3276
23.08.2021	91	-4	157.5	11410.5	11609	11315.5	-293.5	-3276
24.08.2021	32.5	-31.5	100	11443	11609	11379	-230	-3276
25.08.2021	31.5	-34	79.5	11474.5	11609	11409	-200	-3276
26.08.2021	-137.5	-144.5	62.5	11337	11609	11330	-279	-3276
27.08.2021	-55	-99.5	93.5	11282	11609	11237.5	-371.5	-3276
29.08.2021	23	-3	37.5	11305	11609	11279	-330	-3276
30.08.2021	241.5	-11.5	243.5	11546.5	11609	11293.5	-315.5	-3276
31.08.2021	-107.5	-130	34	11439	11609	11416.5	-192.5	-3276
01.09.2021	35	-29	210	11474	11649	11410	-239	-3276
02.09.2021	73.5	-2.5	81.5	11547.5	11649	11471.5	-177.5	-3276
03.09.2021	64	-21.5	137.5	11611.5	11685	11526	-159	-3276
05.09.2021	-13.5	-13.5	14.5	11598	11685	11598	-87	-3276
06.09.2021	15.5	-15.5	48	11613.5	11685	11582.5	-102.5	-3276
07.09.2021	37	-53	74	11650.5	11687.5	11560.5	-127	-3276
08.09.2021	41.5	-43	70	11692	11720.5	11607.5	-113	-3276
09.09.2021	-89	-89	48	11603	11740	11603	-137	-3276
10.09.2021	-45.5	-45.5	92	11557.5	11740	11557.5	-182.5	-3276
12.09.2021	26	-2.5	31	11583.5	11740	11555	-185	-3276
13.09.2021	119.5	-39	213.5	11703	11797	11544.5	-252.5	-3276
14.09.2021	-124	-154.5	96.5	11579	11799.5	11548.5	-251	-3276
15.09.2021	136	-6.5	146	11715	11799.5	11572.5	-227	-3276
16.09.2021	-44	-226	39	11671	11799.5	11489	-310.5	-3276
17.09.2021	-140	-209	9.5	11531	11799.5	11462	-337.5	-3276
19.09.2021	46.5	-24	53	11577.5	11799.5	11507	-292.5	-3276
20.09.2021	46.5	-280.5	69	11624	11799.5	11297	-502.5	-3276
21.09.2021	-34	-65	215.5	11590	11839.5	11559	-280.5	-3276
22.09.2021	184.5	0	304.5	11774.5	11894.5	11590	-304.5	-3276
23.09.2021	53.5	-26	165	11828	11939.5	11748.5	-191	-3276
24.09.2021	28	-205	64.5	11856	11939.5	11623	-316.5	-3276
26.09.2021	86.5	-3	97	11942.5	11953	11853	-100	-3276
27.09.2021	-71	-102	52	11871.5	11994.5	11840.5	-154	-3276
28.09.2021	-294	-329	111.5	11577.5	11994.5	11542.5	-452	-3276
29.09.2021	210.5	-35	222.5	11788	11994.5	11542.5	-452	-3276
30.09.2021	-407.5	-407.5	92	11380.5	11994.5	11380.5	-614	-3276
01.10.2021	354.5	-229.5	373	11735	11994.5	11151	-843.5	-3276
04.10.2021	-35.5	-185.5	70	11699.5	11994.5	11549.5	-445	-3276
05.10.2021	160.5	-23.5	263	11860	11994.5	11676	-318.5	-3276
06.10.2021	82.5	-218	105.5	11942.5	11994.5	11642	-352.5	-3276
07.10.2021	219	-27.5	336.5	12161.5	12279	11915	-364	-3276
08.10.2021	-168	-199.5	28.5	11993.5	12279	11962	-317	-3276
11.10.2021	116.5	-107	180.5	12110	12279	11886.5	-392.5	-3276
12.10.2021	-73.5	-157	128	12036.5	12279	11953	-326	-3276
13.10.2021	212.5	-6	231.5	12249	12279	12030.5	-248.5	-3276
14.10.2021	114	-17.5	185	12363	12434	12231.5	-202.5	-3276
15.10.2021	229	0	241	12592	12604	12363	-241	-3276
18.10.2021	112	-94.5	139	12704	12731	12497.5	-233.5	-3276
19.10.2021	94	-31.5	152.5	12798	12856.5	12672.5	-184	-3276
20.10.2021	-63	-63	102.5	12735	12900.5	12735	-165.5	-3276
21.10.2021	159.5	-42	172.5	12894.5	12907.5	12693	-214.5	-3276
22.10.2021	-43	-103	43.5	12851.5	12938	12791.5	-146.5	-3276
24.10.2021	-29.5	-29.5	9.5	12822	12938	12822	-116	-3276
25.10.2021	121	-58	126.5	12943	12948.5	12764	-184.5	-3276
26.10.2021	11.5	-15.5	167.5	12954.5	13110.5	12927.5	-183	-3276
27.10.2021	-65.5	-65.5	203.5	12889	13158	12889	-269	-3276
28.10.2021	-41.5	-95.5	79	12847.5	13158	12793.5	-364.5	-3276
29.10.2021	316	-59	338	13163.5	13185.5	12788.5	-397	-3276
01.11.2021	-21.5	-131	43.5	13142	13207	13032.5	-174.5	-3276
02.11.2021	180	-26	216.5	13322	13358.5	13116	-242.5	-3276
03.11.2021	227	-37	237.5	13549	13559.5	13285	-274.5	-3276
04.11.2021	193	-22.5	281.5	13742	13830.5	13526.5	-304	-3276
05.11.2021	40	-7	168.5	13782	13910.5	13735	-175.5	-3276
08.11.2021	15.5	-62.5	130.5	13797.5	13912.5	13719.5	-193	-3276
09.11.2021	-129	-179	112.5	13668.5	13912.5	13618.5	-294	-3276
10.11.2021	99.5	-50	114	13768	13912.5	13618.5	-294	-3276
11.11.2021	89.5	-27.5	207.5	13857.5	13975.5	13740.5	-235	-3276
12.11.2021	120	-117	133.5	13977.5	13991	13740.5	-250.5	-3276
15.11.2021	42.5	-66.5	52.5	14020	14030	13911	-119	-3276
16.11.2021	137.5	-55.5	183.5	14157.5	14203.5	13964.5	-239	-3276
17.11.2021	171.5	-18	185.5	14329	14343	14139.5	-203.5	-3276
