Date	Daily_PNL	Daily_MAE	Daily_MFE	Equity_Close	Equity_Peak	Equity_Trough	Trailing_DD	Worst_DD_So_Far
20.02.2024	-137.5	-328	25.5	29419.5	29984	29229	-755	-3276
21.02.2024	-186.5	-186.5	67.5	29233	29984	29233	-751	-3276
22.02.2024	351	-26.5	354	29584	29984	29206.5	-777.5	-3276
23.02.2024	9	-41	108	29593	29984	29543	-441	-3276
25.02.2024	-25.5	-25.5	32	29567.5	29984	29567.5	-416.5	-3276
26.02.2024	-116	-116	66	29451.5	29984	29451.5	-532.5	-3276
27.02.2024	-45.5	-133.5	127.5	29406	29984	29318	-666	-3276
28.02.2024	-97	-222.5	17	29309	29984	29183.5	-800.5	-3276
29.02.2024	291	-16	395	29600	29984	29293	-691	-3276
01.03.2024	40.5	-19.5	143.5	29640.5	29984	29580.5	-403.5	-3276
04.03.2024	19.5	-25.5	86.5	29660	29984	29615	-369	-3276
05.03.2024	-324.5	-324.5	29	29335.5	29984	29335.5	-648.5	-3276
06.03.2024	335.5	-55.5	354.5	29671	29984	29280	-704	-3276
07.03.2024	-21.5	-116	46	29649.5	29984	29555	-429	-3276
08.03.2024	30	-114.5	149.5	29679.5	29984	29535	-449	-3276
10.03.2024	-104.5	-104.5	57	29575	29984	29575	-409	-3276
11.03.2024	-447	-526.5	96.5	29128	29984	29048.5	-935.5	-3276
12.03.2024	-160	-317.5	72.5	28968	29984	28810.5	-1173.5	-3276
13.03.2024	-32.5	-56	47.5	28935.5	29984	28912	-1072	-3276
14.03.2024	-29	-103.5	158	28906.5	29984	28832	-1152	-3276
15.03.2024	61	-62.5	115.5	28967.5	29984	28844	-1140	-3276
18.03.2024	81.5	0	314.5	29049	29984	28967.5	-1016.5	-3276
19.03.2024	0.5	-172.5	131.5	29049.5	29984	28876.5	-1107.5	-3276
20.03.2024	210.5	-27	276	29260	29984	29022.5	-961.5	-3276
21.03.2024	-113	-113	167	29147	29984	29147	-837	-3276
22.03.2024	125	-44	194.5	29272	29984	29103	-881	-3276
24.03.2024	36	-3	41	29308	29984	29269	-715	-3276
25.03.2024	11	-113.5	17	29319	29984	29194.5	-789.5	-3276
26.03.2024	-16.5	-50.5	92	29302.5	29984	29268.5	-715.5	-3276
27.03.2024	216.5	-25	218.5	29519	29984	29277.5	-706.5	-3276
28.03.2024	-137.5	-144	47	29381.5	29984	29375	-609	-3276
01.04.2024	197.5	-4.5	238	29579	29984	29377	-607	-3276
02.04.2024	-85.5	-241.5	2	29493.5	29984	29337.5	-646.5	-3276
03.04.2024	-73	-129	11	29420.5	29984	29364.5	-619.5	-3276
04.04.2024	-15.5	-101	36.5	29405	29984	29319.5	-664.5	-3276
05.04.2024	55.5	-89.5	219	29460.5	29984	29315.5	-668.5	-3276
07.04.2024	-24.5	-24.5	18	29436	29984	29436	-548	-3276
08.04.2024	75.5	-110.5	150	29511.5	29984	29325.5	-658.5	-3276
09.04.2024	219	-75.5	223.5	29730.5	29984	29436	-548	-3276
10.04.2024	-294	-384	155.5	29436.5	29984	29346.5	-637.5	-3276
11.04.2024	364.5	-54.5	468	29801	29984	29382	-602	-3276
12.04.2024	-433	-433	32.5	29368	29984	29368	-616	-3276
14.04.2024	60	-44.5	101.5	29428	29984	29323.5	-660.5	-3276
15.04.2024	-166.5	-187	108.5	29261.5	29984	29241	-743	-3276
16.04.2024	-261	-324	76.5	29000.5	29984	28937.5	-1046.5	-3276
17.04.2024	8.5	-89.5	309.5	29009	29984	28911	-1073	-3276
18.04.2024	-228	-228	93.5	28781	29984	28781	-1203	-3276
19.04.2024	168	-103	336.5	28949	29984	28678	-1306	-3276
21.04.2024	-42	-42	16	28907	29984	28907	-1077	-3276
22.04.2024	340	-2	341.5	29247	29984	28905	-1079	-3276
23.04.2024	367	-31	373.5	29614	29984	29216	-768	-3276
24.04.2024	-58	-167	101	29556	29984	29447	-537	-3276
25.04.2024	101.5	-220	169.5	29657.5	29984	29336	-648	-3276
26.04.2024	-79.5	-231.5	73.5	29578	29984	29426	-558	-3276
28.04.2024	43	-5	50	29621	29984	29573	-411	-3276
29.04.2024	164.5	-16	183.5	29785.5	29984	29605	-379	-3276
30.04.2024	-309.5	-309.5	20	29476	29984	29476	-508	-3276
01.05.2024	74.5	-211	82	29550.5	29984	29265	-719	-3276
02.05.2024	124.5	-110.5	136	29675	29984	29440	-544	-3276
03.05.2024	305	-81.5	362.5	29980	30037.5	29593.5	-444	-3276
06.05.2024	127.5	-82.5	132.5	30107.5	30112.5	29897.5	-215	-3276
07.05.2024	-174	-174	68	29933.5	30175.5	29933.5	-242	-3276
08.05.2024	117.5	-11.5	181	30051	30175.5	29922	-253.5	-3276
09.05.2024	0.5	-103	73	30051.5	30175.5	29948	-227.5	-3276
10.05.2024	100	-12.5	134.5	30151.5	30186	30039	-147	-3276
12.05.2024	-17.5	-17.5	15.5	30134	30186	30134	-52	-3276
13.05.2024	-56.5	-101.5	136	30077.5	30270	30032.5	-237.5	-3276
14.05.2024	52	-59.5	69.5	30129.5	30270	30018	-252	-3276
15.05.2024	154.5	-81.5	226	30284	30355.5	30048	-307.5	-3276
16.05.2024	-118.5	-118.5	16.5	30165.5	30355.5	30165.5	-190	-3276
17.05.2024	21	-52	54	30186.5	30355.5	30113.5	-242	-3276
19.05.2024	22	-7.5	29	30208.5	30355.5	30179	-176.5	-3276
20.05.2024	90.5	-50	239.5	30299	30448	30158.5	-289.5	-3276
21.05.2024	67	-93	74.5	30366	30448	30206	-242	-3276
22.05.2024	147	-148.5	147	30513	30513	30217.5	-295.5	-3276
23.05.2024	-164	-242	69	30349	30582	30271	-311	-3276
24.05.2024	-181	-219	31	30168	30582	30130	-452	-3276
27.05.2024	91	-28	101	30259	30582	30140	-442	-3276
28.05.2024	146.5	-20	147	30405.5	30582	30239	-343	-3276
29.05.2024	-338	-338	13.5	30067.5	30582	30067.5	-514.5	-3276
30.05.2024	-121	-124.5	5	29946.5	30582	29943	-639	-3276
31.05.2024	353	-59	391.5	30299.5	30582	29887.5	-694.5	-3276
02.06.2024	38.5	-8	46	30338	30582	30291.5	-290.5	-3276
03.06.2024	342.5	-2.5	379	30680.5	30717	30335.5	-381.5	-3276
04.06.2024	287	-182	292	30967.5	30972.5	30498.5	-474	-3276
05.06.2024	195.5	0	268.5	31163	31236	30967.5	-268.5	-3276
06.06.2024	-180.5	-202.5	66.5	30982.5	31236	30960.5	-275.5	-3276
07.06.2024	133	-39.5	141	31115.5	31236	30943	-293	-3276
10.06.2024	-287.5	-344.5	7	30828	31236	30771	-465	-3276
11.06.2024	158	-147	164.5	30986	31236	30681	-555	-3276
12.06.2024	-38	-86	234.5	30948	31236	30900	-336	-3276
13.06.2024	16	-69.5	152.5	30964	31236	30878.5	-357.5	-3276
14.06.2024	98	-145	116	31062	31236	30819	-417	-3276
17.06.2024	60	-88	141.5	31122	31236	30974	-262	-3276
18.06.2024	485.5	0	610	31607.5	31732	31122	-610	-3276
19.06.2024	-12.5	-39.5	36	31595	31732	31568	-164	-3276
20.06.2024	65.5	-10	123	31660.5	31732	31585	-147	-3276
21.06.2024	-122.5	-131	72.5	31538	31733	31529.5	-203.5	-3276
23.06.2024	-27	-27	11	31511	31733	31511	-222	-3276
24.06.2024	-175	-175	77.5	31336	31733	31336	-397	-3276
25.06.2024	242.5	-3.5	271	31578.5	31733	31332.5	-400.5	-3276
26.06.2024	186	-7	232	31764.5	31810.5	31571.5	-239	-3276
27.06.2024	292	-7.5	334	32056.5	32098.5	31757	-341.5	-3276
28.06.2024	137	-14	280.5	32193.5	32337	32042.5	-294.5	-3276
30.06.2024	-33	-33	20	32160.5	32337	32160.5	-176.5	-3276
01.07.2024	275	-32	321.5	32435.5	32482	32128.5	-353.5	-3276
02.07.2024	402.5	-91.5	435.5	32838	32871	32344	-527	-3276
03.07.2024	127.5	-74.5	228.5	32965.5	33066.5	32763.5	-303	-3276
04.07.2024	-24.5	-24.5	23.5	32941	33066.5	32941	-125.5	-3276
05.07.2024	-25.5	-210	37	32915.5	33066.5	32731	-335.5	-3276
07.07.2024	-48.5	-48.5	8	32867	33066.5	32867	-199.5	-3276
08.07.2024	87.5	-72	87.5	32954.5	33066.5	32795	-271.5	-3276
09.07.2024	-7.5	-90	12.5	32947	33066.5	32864.5	-202	-3276
10.07.2024	184.5	-21	232	33131.5	33179	32926	-253	-3276
11.07.2024	-143.5	-143.5	45	32988	33179	32988	-191	-3276
12.07.2024	367	-102	428.5	33355	33416.5	32886	-530.5	-3276
15.07.2024	-187.5	-187.5	64.5	33167.5	33419.5	33167.5	-252	-3276
16.07.2024	-32.5	-168.5	113	33135	33419.5	32999	-420.5	-3276
17.07.2024	-245	-245	24.5	32890	33419.5	32890	-529.5	-3276
18.07.2024	7.5	-68	277	32897.5	33419.5	32822	-597.5	-3276
19.07.2024	-78	-177	176	32819.5	33419.5	32720.5	-699	-3276
22.07.2024	13	-35.5	291.5	32832.5	33419.5	32784	-635.5	-3276
23.07.2024	-309.5	-309.5	110	32523	33419.5	32523	-896.5	-3276
24.07.2024	-384.5	-384.5	107	32138.5	33419.5	32138.5	-1281	-3276
25.07.2024	-645.5	-645.5	41	31493	33419.5	31493	-1926.5	-3276
26.07.2024	245.5	-127	269.5	31738.5	33419.5	31366	-2053.5	-3276
28.07.2024	59.5	0	105.5	31798	33419.5	31738.5	-1681	-3276
29.07.2024	110.5	-115	391	31908.5	33419.5	31683	-1736.5	-3276
30.07.2024	219	-25.5	369	32127.5	33419.5	31883	-1536.5	-3276
31.07.2024	564	-39	596.5	32691.5	33419.5	32088.5	-1331	-3276
01.08.2024	-214	-269	82	32477.5	33419.5	32422.5	-997	-3276
02.08.2024	-676.5	-907.5	30.5	31801	33419.5	31570	-1849.5	-3276
05.08.2024	358.5	-87	706	32159.5	33419.5	31714	-1705.5	-3276
06.08.2024	-511	-511	342	31648.5	33419.5	31648.5	-1771	-3276
07.08.2024	158.5	-35	452.5	31807	33419.5	31613.5	-1806	-3276
08.08.2024	669.5	-88	699.5	32476.5	33419.5	31719	-1700.5	-3276
09.08.2024	212	-158	258.5	32688.5	33419.5	32318.5	-1101	-3276
11.08.2024	-39	-39	97	32649.5	33419.5	32649.5	-770	-3276
12.08.2024	62	-49	131	32711.5	33419.5	32600.5	-819	-3276
13.08.2024	273.5	-20	287.5	32985	33419.5	32691.5	-728	-3276
14.08.2024	298.5	-82	361.5	33283.5	33419.5	32903	-516.5	-3276
15.08.2024	494	-26	510.5	33777.5	33794	33257.5	-536.5	-3276
16.08.2024	75	-31.5	193	33852.5	33970.5	33746	-224.5	-3276
19.08.2024	34	-149.5	93	33886.5	33970.5	33703	-267.5	-3276
20.08.2024	75	-30	210	33961.5	34096.5	33856.5	-240	-3276
21.08.2024	-102	-217	150.5	33859.5	34112	33744.5	-367.5	-3276
22.08.2024	-257.5	-257.5	184.5	33602	34112	33602	-510	-3276
23.08.2024	289	-15.5	333	33891	34112	33586.5	-525.5	-3276
25.08.2024	-38.5	-38.5	76.5	33852.5	34112	33852.5	-259.5	-3276
26.08.2024	-202.5	-373	70.5	33650	34112	33479.5	-632.5	-3276
27.08.2024	-154.5	-307.5	46.5	33495.5	34112	33342.5	-769.5	-3276
28.08.2024	-171	-275	104.5	33324.5	34112	33220.5	-891.5	-3276
29.08.2024	19	0	386.5	33343.5	34112	33324.5	-787.5	-3276
30.08.2024	111.5	-147	180.5	33455	34112	33196.5	-915.5	-3276
01.09.2024	-87.5	-87.5	37.5	33367.5	34112	33367.5	-744.5	-3276
02.09.2024	100	-70.5	176	33467.5	34112	33297	-815	-3276
03.09.2024	-84	-84	166	33383.5	34112	33383.5	-728.5	-3276
04.09.2024	-245	-316	27	33138.5	34112	33067.5	-1044.5	-3276
05.09.2024	164.5	-183	455.5	33303	34112	32955.5	-1156.5	-3276
06.09.2024	114	-164	309	33417	34112	33139	-973	-3276
08.09.2024	97.5	-13.5	103	33514.5	34112	33403.5	-708.5	-3276
09.09.2024	302	-17.5	481.5	33816.5	34112	33497	-615	-3276
10.09.2024	-7.5	-124.5	271.5	33809	34112	33692	-420	-3276
11.09.2024	677.5	-10	692	34486.5	34501	33799	-702	-3276
12.09.2024	-84	-343.5	116.5	34402.5	34603	34143	-460	-3276
13.09.2024	-47.5	-148.5	49.5	34355	34603	34254	-349	-3276
15.09.2024	-142	-142	7	34213	34603	34213	-390	-3276
16.09.2024	24.5	-182	120	34237.5	34603	34031	-572	-3276
17.09.2024	135.5	-19.5	277	34373	34603	34218	-385	-3276
18.09.2024	423	-143.5	459.5	34796	34832.5	34229.5	-603	-3276
19.09.2024	45	-17	382	34841	35178	34779	-399	-3276
20.09.2024	202	-88	230.5	35043	35178	34753	-425	-3276
22.09.2024	42	0	49	35085	35178	35043	-135	-3276
23.09.2024	-84	-203	35	35001	35178	34882	-296	-3276
24.09.2024	-0.5	-151	114.5	35000.5	35178	34850	-328	-3276
25.09.2024	181	-123.5	195	35181.5	35195.5	34877	-318.5	-3276
26.09.2024	429	0	448	35610.5	35629.5	35181.5	-448	-3276
27.09.2024	93.5	-10.5	217.5	35704	35828	35600	-228	-3276
29.09.2024	-37	-37	5.5	35667	35828	35667	-161	-3276
30.09.2024	13.5	-186	68	35680.5	35828	35481	-347	-3276
01.10.2024	-79.5	-368	134	35601	35828	35312.5	-515.5	-3276
02.10.2024	-371.5	-371.5	91.5	35229.5	35828	35229.5	-598.5	-3276
03.10.2024	-18	-276	54	35211.5	35828	34953.5	-874.5	-3276
04.10.2024	540.5	-86	579	35752	35828	35125.5	-702.5	-3276
07.10.2024	-235	-235	56	35517	35828	35517	-311	-3276
08.10.2024	411.5	-140.5	470.5	35928.5	35987.5	35376.5	-611	-3276
09.10.2024	-124	-214	16	35804.5	35987.5	35714.5	-273	-3276
10.10.2024	-216	-367	40.5	35588.5	35987.5	35437.5	-550	-3276
11.10.2024	-72.5	-191	4.5	35516	35987.5	35397.5	-590	-3276
13.10.2024	-40	-40	5	35476	35987.5	35476	-511.5	-3276
14.10.2024	168	-44	289.5	35644	35987.5	35432	-555.5	-3276
15.10.2024	-88.5	-215.5	25.5	35555.5	35987.5	35428.5	-559	-3276
16.10.2024	-137.5	-224.5	5	35418	35987.5	35331	-656.5	-3276
17.10.2024	-14	-46.5	311	35404	35987.5	35371.5	-616	-3276
18.10.2024	-162.5	-226	42.5	35241.5	35987.5	35178	-809.5	-3276
21.10.2024	156	-132.5	161.5	35397.5	35987.5	35109	-878.5	-3276
22.10.2024	0.5	-194.5	129.5	35398	35987.5	35203	-784.5	-3276
23.10.2024	-45	-319	42.5	35353	35987.5	35079	-908.5	-3276
24.10.2024	110	-97.5	185	35463	35987.5	35255.5	-732	-3276
25.10.2024	328.5	-44.5	451	35791.5	35987.5	35418.5	-569	-3276
28.10.2024	-118.5	-118.5	216.5	35673	36008	35673	-335	-3276
29.10.2024	19	-252.5	34	35692	36008	35420.5	-587.5	-3276
30.10.2024	-74.5	-74.5	11.5	35617.5	36008	35617.5	-390.5	-3276
31.10.2024	-128	-424	38	35489.5	36008	35193.5	-814.5	-3276
01.11.2024	-242	-242	19	35247.5	36008	35247.5	-760.5	-3276
04.11.2024	-11	-11	269	35236.5	36008	35236.5	-771.5	-3276
05.11.2024	103	0	265.5	35339.5	36008	35236.5	-771.5	-3276
06.11.2024	415.5	-31.5	557.5	35755	36008	35308	-700	-3276
07.11.2024	285.5	-22	309	36040.5	36064	35733	-331	-3276
08.11.2024	60	-22.5	124.5	36100.5	36165	36018	-147	-3276
11.11.2024	143	-42.5	219.5	36243.5	36320	36058	-262	-3276
12.11.2024	-95.5	-177	7	36148	36320	36066.5	-253.5	-3276
13.11.2024	82.5	-72.5	243	36230.5	36391	36075.5	-315.5	-3276
14.11.2024	-248.5	-248.5	63	35982	36391	35982	-409	-3276
15.11.2024	-55.5	-92	62	35926.5	36391	35890	-501	-3276
18.11.2024	-67.5	-235	11.5	35859	36391	35691.5	-699.5	-3276
19.11.2024	194	-121	215	36053	36391	35738	-653	-3276
20.11.2024	-275.5	-275.5	97	35777.5	36391	35777.5	-613.5	-3276
21.11.2024	453.5	-51.5	567.5	36231	36391	35726	-665	-3276
22.11.2024	36.5	-87	129	36267.5	36391	36144	-247	-3276
25.11.2024	-132.5	-132.5	130.5	36135	36398	36135	-263	-3276
26.11.2024	-78	-78	205.5	36057	36398	36057	-341	-3276
27.11.2024	24.5	-67.5	91.5	36081.5	36398	35989.5	-408.5	-3276
28.11.2024	-27.5	-27.5	53	36054	36398	36054	-344	-3276
29.11.2024	-37	-37	129	36017	36398	36017	-381	-3276
02.12.2024	37	-117	118	36054	36398	35900	-498	-3276
03.12.2024	42	-183	51	36096	36398	35871	-527	-3276
04.12.2024	224.5	-23.5	230.5	36320.5	36398	36072.5	-325.5	-3276
05.12.2024	-120	-120	40.5	36200.5	36398	36200.5	-197.5	-3276
06.12.2024	-66	-141	71.5	36134.5	36398	36059.5	-338.5	-3276
09.12.2024	-205	-205	46	35929.5	36398	35929.5	-468.5	-3276
10.12.2024	-17.5	-66.5	100	35912	36398	35863	-535	-3276
11.12.2024	160	-36.5	187.5	36072	36398	35875.5	-522.5	-3276
12.12.2024	19	-121	29	36091	36398	35951	-447	-3276
13.12.2024	293	-4.5	297.5	36384	36398	36086.5	-311.5	-3276
15.12.2024	72.5	-19.5	82	36456.5	36466	36364.5	-101.5	-3276
16.12.2024	315.5	-19.5	355	36772	36811.5	36437	-374.5	-3276
17.12.2024	42	-12	243	36814	37015	36760	-255	-3276
18.12.2024	40	-5.5	208	36854	37022	36808.5	-213.5	-3276
19.12.2024	3	-272	279	36857	37133	36582	-551	-3276
20.12.2024	98	-160.5	206	36955	37133	36696.5	-436.5	-3276
23.12.2024	-122.5	-253.5	150	36832.5	37133	36701.5	-431.5	-3276
24.12.2024	108.5	-25	201	36941	37133	36807.5	-325.5	-3276
26.12.2024	77.5	-46	170.5	37018.5	37133	36895	-238	-3276
27.12.2024	155.5	-214	178	37174	37196.5	36804.5	-392	-3276
29.12.2024	-25	-25	33.5	37149	37207.5	37149	-58.5	-3276
30.12.2024	103	-315.5	116	37252	37265	36833.5	-431.5	-3276
31.12.2024	8.5	-118.5	115	37260.5	37367	37133.5	-233.5	-3276
02.01.2025	-94	-110	425	37166.5	37685.5	37150.5	-535	-3276
03.01.2025	279.5	-4.5	328.5	37446	37685.5	37162	-523.5	-3276
06.01.2025	374	-42.5	490.5	37820	37936.5	37403.5	-533	-3276
07.01.2025	-112	-203.5	15.5	37708	37936.5	37616.5	-320	-3276
08.01.2025	-440.5	-550	80	37267.5	37936.5	37158	-778.5	-3276
09.01.2025	-11.5	-80.5	48.5	37256	37936.5	37187	-749.5	-3276
10.01.2025	211.5	-189	390.5	37467.5	37936.5	37067	-869.5	-3276
13.01.2025	-251	-625	16.5	37216.5	37936.5	36842.5	-1094	-3276
14.01.2025	38	-90.5	341	37254.5	37936.5	37126	-810.5	-3276
15.01.2025	360	-45.5	393	37614.5	37936.5	37209	-727.5	-3276
16.01.2025	-519.5	-608	61.5	37095	37936.5	37006.5	-930	-3276
17.01.2025	187	-32.5	287.5	37282	37936.5	37062.5	-874	-3276
20.01.2025	-24.5	-41	345	37257.5	37936.5	37241	-695.5	-3276
21.01.2025	446.5	-90	450.5	37704	37936.5	37167.5	-769	-3276
22.01.2025	315.5	-31.5	422.5	38019.5	38126.5	37672.5	-454	-3276
23.01.2025	-120.5	-180.5	7	37899	38126.5	37839	-287.5	-3276
24.01.2025	-59.5	-63.5	101	37839.5	38126.5	37835.5	-291	-3276
27.01.2025	225.5	-147.5	478	38065	38317.5	37692	-625.5	-3276
28.01.2025	317.5	-181	373	38382.5	38438	37884	-554	-3276
29.01.2025	35	-135.5	236.5	38417.5	38619	38247	-372	-3276
30.01.2025	346.5	-193	360.5	38764	38778	38224.5	-553.5	-3276
31.01.2025	26.5	-71.5	150	38790.5	38914	38692.5	-221.5	-3276
03.02.2025	468	-144.5	479.5	39258.5	39270	38646	-624	-3276
04.02.2025	34	-216	236	39292.5	39494.5	39042.5	-452	-3276
05.02.2025	-49.5	-186	63.5	39243	39494.5	39106.5	-388	-3276
06.02.2025	-144.5	-144.5	31	39098.5	39494.5	39098.5	-396	-3276
07.02.2025	-172.5	-172.5	202	38926	39494.5	38926	-568.5	-3276
09.02.2025	113	-18	135.5	39039	39494.5	38908	-586.5	-3276
10.02.2025	289	-13	335.5	39328	39494.5	39026	-468.5	-3276
11.02.2025	-27	-186.5	77.5	39301	39494.5	39141.5	-353	-3276
12.02.2025	62.5	-219.5	85.5	39363.5	39494.5	39081.5	-413	-3276
13.02.2025	144	-197.5	191.5	39507.5	39555	39166	-389	-3276
14.02.2025	-151.5	-228	5.5	39356	39555	39279.5	-275.5	-3276
17.02.2025	104.5	-94	115	39460.5	39555	39262	-293	-3276
18.02.2025	-159	-268.5	19	39301.5	39555	39192	-363	-3276
19.02.2025	114.5	-120.5	155.5	39416	39555	39181	-374	-3276
20.02.2025	61.5	-119	82.5	39477.5	39555	39297	-258	-3276
21.02.2025	156.5	0	167	39634	39644.5	39477.5	-167	-3276
24.02.2025	218	-2.5	388.5	39852	40022.5	39631.5	-391	-3276
25.02.2025	51.5	-297.5	82.5	39903.5	40022.5	39554.5	-468	-3276
26.02.2025	-14	-198.5	85	39889.5	40022.5	39705	-317.5	-3276
27.02.2025	-176.5	-176.5	293.5	39713	40183	39713	-470	-3276
28.02.2025	-96.5	-188.5	167.5	39616.5	40183	39524.5	-658.5	-3276
03.03.2025	-91.5	-91.5	262	39525	40183	39525	-658	-3276
04.03.2025	145.5	-452.5	376	39670.5	40183	39072.5	-1110.5	-3276
05.03.2025	55.5	-492	244.5	39726	40183	39178.5	-1004.5	-3276
06.03.2025	-709.5	-720	30	39016.5	40183	39006	-1177	-3276
07.03.2025	4	-561	210.5	39020.5	40183	38455.5	-1727.5	-3276
10.03.2025	-880.5	-1027	84	38140	40183	37993.5	-2189.5	-3276
11.03.2025	403.5	-64	598	38543.5	40183	38076	-2107	-3276
12.03.2025	312.5	-48.5	540.5	38856	40183	38495	-1688	-3276
13.03.2025	347.5	-207.5	387	39203.5	40183	38648.5	-1534.5	-3276
14.03.2025	360.5	-219	439	39564	40183	38984.5	-1198.5	-3276
17.03.2025	330	-72	406	39894	40183	39492	-691	-3276
18.03.2025	28.5	-202.5	103.5	39922.5	40183	39691.5	-491.5	-3276
19.03.2025	7	-152.5	224.5	39929.5	40183	39770	-413	-3276
20.03.2025	-77.5	-131.5	121.5	39852	40183	39798	-385	-3276
21.03.2025	217.5	-337	265.5	40069.5	40183	39515	-668	-3276
23.03.2025	50.5	-13	63	40120	40183	40056.5	-126.5	-3276
24.03.2025	-46	-125.5	142	40074	40262	39994.5	-267.5	-3276
25.03.2025	128.5	-77.5	149	40202.5	40262	39996.5	-265.5	-3276
26.03.2025	-75	-148	93	40127.5	40295.5	40054.5	-241	-3276
27.03.2025	-444	-444	142	39683.5	40295.5	39683.5	-612	-3276
28.03.2025	-549.5	-549.5	75	39134	40295.5	39134	-1161.5	-3276
31.03.2025	-62	-498.5	29.5	39072	40295.5	38635.5	-1660	-3276
01.04.2025	815	-28.5	860.5	39887	40295.5	39043.5	-1252	-3276
02.04.2025	350.5	-244	445	40237.5	40332	39643	-689	-3276
03.04.2025	-746.5	-746.5	388	39491	40625.5	39491	-1134.5	-3276
04.04.2025	-1552	-1552	88	37939	40625.5	37939	-2686.5	-3276
06.04.2025	580.5	-363	648	38519.5	40625.5	37576	-3049.5	-3276
07.04.2025	628.5	-788	707.5	39148	40625.5	37731.5	-2894	-3276
08.04.2025	-366	-422	531.5	38782	40625.5	38726	-1899.5	-3276
09.04.2025	3108	-22.5	3582.5	41890	42364.5	38759.5	-3605	-3605
10.04.2025	-846.5	-1741	70.5	41043.5	42364.5	40149	-2215.5	-3605
11.04.2025	994.5	-85	1120	42038	42364.5	40958.5	-1406	-3605
14.04.2025	319	-373.5	371	42357	42409	41664.5	-744.5	-3605
15.04.2025	-12	-120	268.5	42345	42625.5	42237	-388.5	-3605
16.04.2025	186	-185.5	260.5	42531	42625.5	42159.5	-466	-3605
17.04.2025	228	-102	362.5	42759	42893.5	42429	-464.5	-3605
21.04.2025	-235.5	-693	92	42523.5	42893.5	42066	-827.5	-3605
22.04.2025	316.5	-7.5	373.5	42840	42897	42516	-381	-3605
23.04.2025	47.5	-93	697.5	42887.5	43537.5	42747	-790.5	-3605
24.04.2025	78.5	-448	367	42966	43537.5	42439.5	-1098	-3605
25.04.2025	69	-242	118.5	43035	43537.5	42724	-813.5	-3605
28.04.2025	316.5	-75	356.5	43351.5	43537.5	42960	-577.5	-3605
29.04.2025	175.5	-121	322.5	43527	43674	43230.5	-443.5	-3605
30.04.2025	439	-50	573.5	43966	44100.5	43477	-623.5	-3605
01.05.2025	-350	-350	79.5	43616	44100.5	43616	-484.5	-3605
02.05.2025	191	-205	354	43807	44100.5	43411	-689.5	-3605
05.05.2025	-216.5	-233.5	76	43590.5	44100.5	43573.5	-527	-3605
06.05.2025	-624	-632	5	42966.5	44100.5	42958.5	-1142	-3605
07.05.2025	-504	-839	39	42462.5	44100.5	42127.5	-1973	-3605
08.05.2025	357.5	-37.5	563.5	42820	44100.5	42425	-1675.5	-3605
09.05.2025	173	-32.5	274.5	42993	44100.5	42787.5	-1313	-3605
12.05.2025	761	-7.5	943	43754	44100.5	42985.5	-1115	-3605
13.05.2025	173.5	-105.5	353.5	43927.5	44107.5	43648.5	-459	-3605
14.05.2025	186	-22	360	44113.5	44287.5	43905.5	-382	-3605
15.05.2025	94.5	-127	208.5	44208	44322	43986.5	-335.5	-3605
16.05.2025	189.5	-102.5	203	44397.5	44411	44105.5	-305.5	-3605
19.05.2025	288	-179.5	335	44685.5	44732.5	44218	-514.5	-3605
20.05.2025	-114.5	-114.5	131.5	44571	44817	44571	-246	-3605
21.05.2025	-159.5	-282	204.5	44411.5	44817	44289	-528	-3605
22.05.2025	45.5	-100	361.5	44457	44817	44311.5	-505.5	-3605
23.05.2025	95.5	-119	309.5	44552.5	44817	44338	-479	-3605
25.05.2025	147.5	-74.5	157.5	44700	44817	44478	-339	-3605
26.05.2025	-60.5	-60.5	83.5	44639.5	44817	44639.5	-177.5	-3605
27.05.2025	-126.5	-277	37	44513	44817	44362.5	-454.5	-3605
28.05.2025	-247	-373.5	45	44266	44817	44139.5	-677.5	-3605
29.05.2025	23	-67	216	44289	44817	44199	-618	-3605
30.05.2025	79	-237	146	44368	44817	44052	-765	-3605
01.06.2025	-44	-44	24	44324	44817	44324	-493	-3605
02.06.2025	90.5	-195	272	44414.5	44817	44129	-688	-3605
03.06.2025	50	-150	106.5	44464.5	44817	44264.5	-552.5	-3605
04.06.2025	-185.5	-185.5	79.5	44279	44817	44279	-538	-3605
05.06.2025	33.5	-98	107.5	44312.5	44817	44181	-636	-3605
06.06.2025	-65.5	-121	163.5	44247	44817	44191.5	-625.5	-3605
08.06.2025	-63.5	-63.5	43	44183.5	44817	44183.5	-633.5	-3605
09.06.2025	-9	-26	151.5	44174.5	44817	44157.5	-659.5	-3605
10.06.2025	5	-108	165.5	44179.5	44817	44066.5	-750.5	-3605
11.06.2025	-1	-80.5	354.5	44178.5	44817	44099	-718	-3605
12.06.2025	1	-178	166	44179.5	44817	44000.5	-816.5	-3605
13.06.2025	-323.5	-323.5	311	43856	44817	43856	-961	-3605
15.06.2025	137.5	-32	161	43993.5	44817	43824	-993	-3605
16.06.2025	92	-95.5	274	44085.5	44817	43898	-919	-3605
17.06.2025	-282	-410.5	71	43803.5	44817	43675	-1142	-3605
18.06.2025	-255.5	-255.5	58.5	43548	44817	43548	-1269	-3605
19.06.2025	201.5	-114.5	213	43749.5	44817	43433.5	-1383.5	-3605
